순위	선수명	팀명	AVG	G	PA	AB	R	H	2B	3B	HR	TB	RBI	SAC	SF
15	김재걸	삼성	0.188	64	75	64	12	12	2	0	0	14	3	6	0
16	로페즈	삼성	0.162	22	76	68	6	11	0	0	3	20	8	0	1
17	이정식	삼성	0.143	32	49	42	6	6	0	0	2	12	5	1	0
18	최익성	삼성	0.125	18	19	16	2	2	1	0	0	3	3	0	0
19	박정환	삼성	0.121	29	40	33	3	4	0	0	0	4	3	1	0
20	박석민	삼성	0.103	23	32	29	2	3	1	0	1	7	3	0	0
21	강영식	삼성	-	1	0	0	0	0	0	0	0	0	0	0	0
21	고지행	삼성	0.000	2	2	2	0	0	0	0	0	0	0	0	0
21	곽용섭	삼성	0.000	1	1	1	0	0	0	0	0	0	0	0	0
21	권오준	삼성	-	2	0	0	0	0	0	0	0	0	0	0	0
21	권혁	삼성	-	2	0	0	0	0	0	0	0	0	0	0	0
21	김덕윤	삼성	-	3	0	0	0	0	0	0	0	0	0	0	0
21	김영복	삼성	-	4	0	0	0	0	0	0	0	0	0	0	0
21	김진웅	삼성	-	1	0	0	0	0	0	0	0	0	0	0	0
21	김현욱	삼성	-	1	0	0	0	0	0	0	0	0	0	0	0
21	박석진	삼성	-	2	0	0	0	0	0	0	0	0	0	0	0
1	이송영	한화	1.000	1	1	1	0	1	0	0	0	1	0	0	0
2	권영근	한화	0.400	5	5	5	1	2	1	0	0	3	1	0	0
3	김태균	한화	0.323	129	556	473	76	153	26	1	23	250	106	0	7
4	이영우	한화	0.319	131	572	483	94	154	31	3	13	230	60	6	2
5	고동진	한화	0.317	51	178	161	27	51	12	0	5	78	19	3	0
6	이범호	한화	0.308	133	541	481	80	148	35	3	23	258	74	5	4
7	데이비스	한화	0.291	119	510	440	70	128	26	1	19	213	77	2	4
8	맹진국	한화	0.286	5	7	7	0	2	0	0	0	2	1	0	0
9	엔젤	한화	0.275	40	156	131	21	36	3	0	9	66	27	0	0
10	신경현	한화	0.274	97	300	274	27	75	11	2	5	105	27	2	1
11	이도형	한화	0.261	66	183	165	10	43	8	0	6	69	27	2	2
12	이창훈	한화	0.257	25	41	35	6	9	2	0	1	14	4	1	0
13	조현수	한화	0.257	92	201	179	18	46	10	0	0	56	22	2	2
14	심광호	한화	0.256	52	103	90	9	23	5	1	3	39	11	3	1
15	장종훈	한화	0.255	70	165	153	21	39	10	0	6	67	27	2	0
16	김수연	한화	0.247	115	197	170	32	42	1	0	1	46	8	12	4
17	임수민	한화	0.245	111	364	326	26	80	20	1	9	129	29	19	0
18	신종길	한화	0.224	49	116	107	15	24	5	4	1	40	10	3	0
19	디아즈	한화	0.209	70	224	187	25	39	12	0	7	72	26	6	4
20	최진행	한화	0.206	79	239	209	28	43	10	0	9	80	28	1	2
21	이상현	한화	0.200	2	6	5	0	1	1	0	0	2	0	0	0
22	한상훈	한화	0.197	63	162	147	15	29	4	0	0	33	4	7	0
23	김종석	한화	0.194	21	37	31	2	6	3	0	0	9	2	0	0
24	김승권	한화	0.191	28	54	47	6	9	3	0	0	12	1	3	0
25	황우구	한화	0.178	29	51	45	2	8	3	0	0	11	4	2	0
26	백재호	한화	0.156	69	48	45	2	7	3	1	0	12	6	3	0
27	박노민	한화	0.111	4	9	9	1	1	0	0	0	1	0	0	0
28	최민준	한화	0.100	14	10	10	5	1	0	0	0	1	0	0	0
29	조윤채	한화	0.063	14	16	16	2	1	0	0	0	1	0	0	0
30	고상천	한화	-	1	0	0	0	0	0	0	0	0	0	0	0
1	지석훈	현대	1.000	5	1	1	1	1	0	1	0	3	2	0	0
2	브룸바	현대	0.343	132	594	475	92	163	25	1	33	289	105	0	4
3	전근표	현대	0.296	79	128	108	17	32	6	0	7	59	15	0	0
4	이숭용	현대	0.293	133	549	468	60	137	29	0	9	193	85	4	6
5	전준호	현대	0.292	132	581	487	88	142	10	7	4	178	48	24	2
6	박진만	현대	0.286	129	506	434	65	124	18	0	17	193	69	10	5
7	강귀태	현대	0.284	84	159	141	10	40	6	1	4	60	21	4	4
8	채종국	현대	0.275	128	385	327	40	90	19	0	4	121	34	21	1
9	정성훈	현대	0.266	118	540	470	66	125	23	0	8	172	59	8	1
10	송지만	현대	0.265	132	567	486	80	129	21	0	22	216	74	9	0
11	심정수	현대	0.256	102	455	367	64	94	14	1	22	176	78	0	7
12	김동수	현대	0.251	113	381	311	38	78	13	1	2	99	31	21	4
13	김일경	현대	0.221	83	140	122	19	27	2	0	0	29	9	4	0
14	이택근	현대	0.211	41	64	57	9	12	1	0	2	19	8	0	0
15	조재호	현대	0.204	87	123	98	10	20	1	1	0	23	7	1	2
16	서한규	현대	0.194	72	41	31	9	6	0	0	0	6	3	5	1
17	강병식	현대	0.176	16	21	17	0	3	1	0	0	4	1	0	1
18	김민우	현대	0.125	18	52	48	7	6	1	0	0	7	3	0	0
18	정수성	현대	0.125	88	35	32	17	4	0	0	0	4	1	0	0
20	김성태	현대	-	1	0	0	0	0	0	0	0	0	0	0	0
20	송신영	현대	-	1	0	0	0	0	0	0	0	0	0	0	0
20	신철인	현대	-	3	0	0	0	0	0	0	0	0	0	0	0
20	이상열	현대	-	1	0	0	0	0	0	0	0	0	0	0	0
20	조용준	현대	-	3	0	0	0	0	0	0	0	0	0	0	0
1	장성호	KIA	0.300	130	561	474	78	142	29	0	19	228	80	0	4
2	홍세완	KIA	0.295	96	407	342	57	101	20	1	15	168	51	3	6
3	김지훈	KIA	0.292	55	56	48	5	14	2	0	2	22	5	0	1
4	심재학	KIA	0.282	128	469	372	64	105	23	2	22	198	81	3	9
5	마해영	KIA	0.281	124	519	437	54	123	16	0	11	172	71	1	11
6	이현곤	KIA	0.276	68	139	116	17	32	9	0	1	44	10	7	0
7	손지환	KIA	0.271	114	333	303	40	82	15	1	13	138	42	8	3
8	김종국	KIA	0.265	133	562	491	66	130	20	1	10	182	46	18	2
9	김원섭	KIA	0.265	41	41	34	3	9	0	0	0	9	1	4	0
10	김상훈	KIA	0.262	128	439	389	39	102	21	0	8	147	45	13	3
11	이종범	KIA	0.260	133	577	493	100	128	29	0	17	208	52	12	2
12	이재주	KIA	0.256	119	298	250	34	64	16	1	8	106	39	0	2
13	박재홍	KIA	0.253	73	226	186	29	47	9	1	7	79	29	2	3
14	이정상	KIA	0.250	6	4	4	1	1	0	0	0	1	1	0	0
15	김경언	KIA	0.243	114	220	189	20	46	6	2	3	65	25	5	4
16	김주호	KIA	0.222	27	28	27	3	6	0	0	1	9	7	0	0
17	서동욱	KIA	0.213	58	114	94	12	20	4	0	3	33	11	4	0
18	김경진	KIA	0.205	66	86	78	12	16	2	0	1	21	6	1	1
19	김민철	KIA	0.200	11	10	10	2	2	1	0	0	3	0	0	0
20	김주형	KIA	0.162	47	83	74	7	12	2	0	2	20	8	0	3
21	고우석	KIA	-	1	0	0	0	0	0	0	0	0	0	0	0
21	김인철	KIA	0.000	3	7	5	0	0	0	0	0	0	0	1	0
21	마뇽	KIA	-	2	0	0	0	0	0	0	0	0	0	0	0
21	신용운	KIA	-	2	0	0	0	0	0	0	0	0	0	0	0
21	오철민	KIA	-	1	0	0	0	0	0	0	0	0	0	0	0
21	이강철	KIA	-	3	0	0	0	0	0	0	0	0	0	0	0
21	이경원	KIA	-	2	0	0	0	0	0	0	0	0	0	0	0
21	이동현	KIA	-	1	0	0	0	0	0	0	0	0	0	0	0
21	최용호	KIA	-	1	0	0	0	0	0	0	0	0	0	0	0
21	최향남	KIA	-	1	0	0	0	0	0	0	0	0	0	0	0
1	이병규	LG	0.323	129	562	496	95	160	26	2	14	232	64	3	1
2	김재현	LG	0.300	120	458	373	56	112	18	3	14	178	62	0	7
3	박용택	LG	0.300	109	435	393	51	118	15	2	16	185	58	6	1
4	마틴	LG	0.291	107	420	358	45	104	16	4	9	155	52	0	5
5	박경수	LG	0.268	92	388	328	50	88	15	0	6	121	33	4	3
6	김정민	LG	0.268	61	105	97	10	26	3	0	1	32	15	3	3
7	최동수	LG	0.257	123	414	381	49	98	22	0	15	165	57	4	4
8	이종열	LG	0.254	106	357	303	34	77	9	2	1	93	22	15	0
9	조인성	LG	0.254	129	432	386	40	98	16	0	8	138	49	3	4
10	최만호	LG	0.253	112	202	170	24	43	6	4	1	60	34	8	2
11	한규식	LG	0.242	45	72	66	8	16	1	0	0	17	4	3	1
12	김상현	LG	0.242	100	316	277	37	67	10	2	9	108	35	3	1
13	박기남	LG	0.235	38	38	34	4	8	0	0	0	8	3	0	0
14	권용관	LG	0.235	124	341	285	34	67	5	5	2	88	25	14	2
15	안상준	LG	0.182	14	23	22	2	4	0	0	0	4	0	0	0
16	홍현우	LG	0.179	39	107	95	11	17	5	0	2	28	12	2	3
17	김우석	LG	0.174	43	51	46	8	8	2	0	1	13	2	1	0
18	양현석	LG	0.172	52	64	58	4	10	4	0	2	20	12	0	1
19	최길성	LG	0.161	16	35	31	3	5	0	0	1	8	4	0	0
20	유지현	LG	0.152	16	36	33	3	5	0	0	0	5	2	0	0
21	이용규	LG	0.129	52	70	62	3	8	1	0	0	9	2	1	1
22	안치용	LG	0.103	22	35	29	5	3	2	0	0	5	5	0	0
23	오태근	LG	0.103	46	44	39	9	4	0	0	0	4	0	2	0
24	이대형	LG	0.091	13	12	11	1	1	0	0	0	1	0	1	0
25	김태완	LG	0.083	15	37	36	1	3	0	0	0	3	2	0	1
26	경헌호	LG	-	1	0	0	0	0	0	0	0	0	0	0	0
26	김광삼	LG	-	1	0	0	0	0	0	0	0	0	0	0	0
26	김광우	LG	-	1	0	0	0	0	0	0	0	0	0	0	0
26	김용우	LG	0.000	11	10	7	1	0	0	0	0	0	0	0	0
26	김재학	LG	0.000	4	6	6	0	0	0	0	0	0	0	0	0
1	이진영	SK	0.342	117	483	404	74	138	19	1	15	204	63	6	2
2	김기태	SK	0.320	126	465	403	60	129	24	0	10	183	67	4	1
3	정경배	SK	0.296	105	421	362	51	107	23	0	9	157	47	13	3
4	박경완	SK	0.295	132	526	410	94	121	19	1	34	244	79	6	2
5	채종범	SK	0.293	104	376	321	48	94	21	2	7	140	43	7	4
6	이호준	SK	0.280	133	578	497	87	139	22	2	30	255	112	2	6
7	조원우	SK	0.277	119	463	386	59	107	17	2	3	137	35	20	4
8	조중근	SK	0.273	41	71	66	5	18	2	0	2	26	7	0	1
9	브리또	SK	0.261	102	421	368	41	96	18	0	13	153	50	1	3
10	김민재	SK	0.260	129	489	435	57	113	13	1	4	140	40	22	5
11	조경환	SK	0.239	92	268	226	27	54	5	0	5	74	31	7	0
12	안재만	SK	0.223	73	174	157	14	35	6	0	3	50	21	3	1
13	김원	SK	0.200	5	5	5	0	1	0	0	0	1	0	0	0
13	임훈	SK	0.200	10	11	10	2	2	0	0	0	2	1	0	0
13	최경철	SK	0.200	34	38	35	2	7	0	0	1	10	3	0	1
16	강혁	SK	0.191	88	128	115	5	22	2	0	1	27	15	1	2
17	박정권	SK	0.179	24	30	28	1	5	0	0	0	5	0	0	0
18	김형철	SK	0.171	23	45	41	0	7	1	0	0	8	5	0	0
19	이대수	SK	0.165	105	115	103	11	17	2	0	0	19	5	4	0
20	강성우	SK	0.160	30	27	25	4	4	1	0	0	5	0	0	0
21	송수근	SK	0.154	28	14	13	3	2	0	0	0	2	0	0	0
22	김강민	SK	0.120	23	29	25	4	3	1	0	1	7	2	1	0
23	송재익	SK	0.043	68	59	47	6	2	0	0	0	2	0	7	0
24	고효준	SK	-	1	0	0	0	0	0	0	0	0	0	0	0
24	김건한	SK	-	1	0	0	0	0	0	0	0	0	0	0	0
24	김경태	SK	-	1	0	0	0	0	0	0	0	0	0	0	0
24	김영수	SK	-	2	0	0	0	0	0	0	0	0	0	0	0
24	김원형	SK	-	1	0	0	0	0	0	0	0	0	0	0	0
24	박창근	SK	-	3	0	0	0	0	0	0	0	0	0	0	0
24	송은범	SK	-	1	0	0	0	0	0	0	0	0	0	0	
