순위	선수명	팀명	AVG	G	PA	AB	R	H	2B	3B	HR	TB	RBI	SAC	SF
4	이원석	두산	0.314	85	300	264	40	83	12	0	10	125	39	1	3
5	이종욱	두산	0.307	110	456	401	77	123	23	6	6	176	52	12	2
6	김현수	두산	0.302	122	510	434	63	131	23	1	16	204	90	0	12
7	오재일	두산	0.299	55	144	117	16	35	12	0	3	56	28	1	3
8	홍성흔	두산	0.299	127	538	469	61	140	21	0	15	206	72	3	3
9	허경민	두산	0.298	75	276	228	35	68	9	1	1	82	25	7	5
10	최주환	두산	0.297	47	100	91	12	27	5	1	2	40	10	0	1
11	윤석민	두산	0.294	21	73	68	12	20	5	0	2	31	8	0	0
12	고영민	두산	0.286	10	17	14	3	4	1	0	1	8	1	0	0
13	정수빈	두산	0.276	125	260	228	57	63	2	8	2	87	29	8	2
14	박건우	두산	0.271	34	51	48	12	13	1	0	1	17	7	1	0
15	최준석	두산	0.270	100	263	222	22	60	8	0	7	89	36	0	2
16	최재훈	두산	0.270	60	108	89	12	24	5	0	2	35	8	4	1
17	오재원	두산	0.260	113	375	308	54	80	14	7	7	129	44	7	5
18	임재철	두산	0.259	70	143	112	19	29	5	1	0	36	10	0	0
19	김동주	두산	0.256	28	101	82	6	21	2	0	1	26	9	0	4
20	손시헌	두산	0.252	93	268	234	35	59	14	1	1	78	26	6	1
21	오현근	두산	0.250	6	4	4	0	1	0	0	0	1	0	0	0
22	양의지	두산	0.248	114	367	311	37	77	19	0	7	117	57	9	3
23	박세혁	두산	0.231	18	31	26	4	6	3	0	0	9	2	1	0
24	김상현	두산	-	1	0	0	0	0	0	0	0	0	0	0	0
24	원용묵	두산	-	1	0	0	0	0	0	0	0	0	0	0	0
24	유희관	두산	-	1	0	0	0	0	0	0	0	0	0	0	0
24	정재훈	두산	-	2	0	0	0	0	0	0	0	0	0	0	0
24	홍상삼	두산	-	1	0	0	0	0	0	0	0	0	0	0	0
1	손아섭	롯데	0.345	128	568	498	83	172	23	4	11	236	69	0	3
2	김준태	롯데	0.333	4	6	6	0	2	0	0	0	2	1	0	0
3	박준서	롯데	0.298	79	139	124	15	37	6	1	2	51	32	0	0
4	전준우	롯데	0.275	128	537	455	65	125	25	1	7	173	66	5	7
5	황재균	롯데	0.274	128	559	489	70	134	29	3	7	190	56	7	4
6	장성호	롯데	0.266	83	278	241	21	64	10	1	4	88	27	0	0
7	김문호	롯데	0.263	40	166	137	19	36	10	0	0	46	10	5	0
8	정훈	롯데	0.258	113	398	341	50	88	15	3	5	124	37	14	5
9	박종윤	롯데	0.255	115	416	381	37	97	24	2	7	146	58	3	6
10	이승화	롯데	0.253	60	251	217	30	55	5	0	0	60	16	9	2
11	고도현	롯데	0.250	4	4	4	0	1	0	0	0	1	1	0	0
11	조홍석	롯데	0.250	30	79	64	5	16	6	1	0	24	4	3	0
13	조성환	롯데	0.240	74	194	167	15	40	6	0	1	49	12	5	3
14	김대우	롯데	0.239	69	216	180	23	43	15	2	4	74	27	0	1
15	문규현	롯데	0.238	79	116	101	10	24	2	0	0	26	6	2	2
16	강민호	롯데	0.235	105	405	327	48	77	13	0	11	123	57	1	6
17	황성용	롯데	0.233	34	51	43	8	10	0	0	0	10	1	1	0
18	신본기	롯데	0.229	99	281	240	27	55	11	0	1	69	25	12	0
19	김상호	롯데	0.205	25	50	44	5	9	3	0	0	12	3	0	1
20	박기혁	롯데	0.200	31	70	60	4	12	2	0	0	14	9	1	0
21	정보명	롯데	0.158	12	23	19	1	3	1	0	0	4	0	0	0
22	용덕한	롯데	0.148	56	101	88	6	13	1	0	1	17	4	5	1
23	백민기	롯데	0.111	30	18	18	7	2	0	0	0	2	0	0	0
24	김사훈	롯데	0.103	17	35	29	2	3	1	0	0	4	1	1	0
25	강영식	롯데	0.000	1	1	1	0	0	0	0	0	0	0	0	0
25	김사율	롯데	-	1	0	0	0	0	0	0	0	0	0	0	0
25	김성배	롯데	-	3	0	0	0	0	0	0	0	0	0	0	0
25	손용석	롯데	0.000	3	6	6	0	0	0	0	0	0	0	0	0
25	송승준	롯데	0.000	1	1	1	0	0	0	0	0	0	0	0	0
25	양종민	롯데	-	1	0	0	1	0	0	0	0	0	0	0	0
1	김동명	삼성	0.500	4	2	2	0	1	0	0	0	1	0	0	0
1	백상원	삼성	0.500	5	4	4	1	2	1	0	0	3	1	0	0
3	채태인	삼성	0.381	94	342	299	52	114	15	0	11	162	53	0	0
4	이상훈	삼성	0.357	15	35	28	7	10	1	0	2	17	2	1	0
5	박석민	삼성	0.318	117	474	396	61	126	24	0	18	204	76	0	2
6	최형우	삼성	0.305	128	573	511	80	156	28	0	29	271	98	0	8
7	김상수	삼성	0.298	115	422	372	57	111	17	3	7	155	44	9	6
8	배영섭	삼성	0.295	113	476	393	66	116	16	4	2	146	38	8	3
9	박한이	삼성	0.284	112	466	394	56	112	12	3	6	148	55	18	2
10	정형식	삼성	0.273	120	334	278	49	76	20	5	3	115	43	12	1
11	김태완	삼성	0.272	83	189	162	19	44	10	0	6	72	19	0	3
12	진갑용	삼성	0.271	101	204	181	22	49	9	0	6	76	36	4	2
13	성의준	삼성	0.267	16	16	15	3	4	2	0	0	6	4	0	0
14	이승엽	삼성	0.253	111	483	443	62	112	24	0	13	175	69	0	8
15	조동찬	삼성	0.240	74	261	221	36	53	15	0	7	89	25	10	1
16	이지영	삼성	0.239	113	294	268	27	64	4	1	0	70	18	10	1
17	신명철	삼성	0.236	37	86	72	10	17	1	0	0	18	5	4	1
18	이정식	삼성	0.235	11	17	17	3	4	0	0	1	7	4	0	0
19	우동균	삼성	0.225	82	94	80	9	18	6	0	1	27	15	1	1
20	정병곤	삼성	0.213	54	71	61	12	13	1	0	0	14	5	5	1
21	강봉규	삼성	0.207	32	99	82	11	17	5	0	0	22	5	1	1
22	정현	삼성	0.190	8	22	21	3	4	1	0	1	8	2	1	0
23	강명구	삼성	0.190	55	63	58	22	11	0	1	0	13	6	0	0
24	모상기	삼성	0.125	5	10	8	0	1	0	0	0	1	0	0	0
25	김건한	삼성	-	2	0	0	0	0	0	0	0	0	0	0	0
25	김헌곤	삼성	0.000	7	3	3	0	0	0	0	0	0	0	0	0
25	박찬도	삼성	0.000	3	2	1	1	0	0	0	0	0	1	0	0
25	박해민	삼성	-	1	0	0	0	0	0	0	0	0	0	0	0
25	배영수	삼성	-	1	0	0	0	0	0	0	0	0	0	0	0
25	신용운	삼성	-	1	0	0	0	0	0	0	0	0	0	0	0
1	윤근영	한화	1.000	1	1	1	0	1	0	0	0	1	0	0	0
2	김태균	한화	0.319	101	430	345	41	110	24	0	10	164	52	0	4
3	이양기	한화	0.308	56	209	185	16	57	8	1	3	76	30	1	1
4	추승우	한화	0.304	72	180	158	19	48	7	0	1	58	17	0	1
5	장운호	한화	0.300	11	21	20	1	6	3	0	0	9	4	0	0
6	최진행	한화	0.300	106	422	367	39	110	27	0	8	161	53	1	1
7	정현석	한화	0.287	121	403	356	47	102	15	1	4	131	27	3	0
8	임세업	한화	0.286	5	8	7	0	2	0	0	0	2	1	1	0
9	김경언	한화	0.276	70	249	214	24	59	14	1	1	78	24	1	5
10	고동진	한화	0.272	93	360	312	31	85	14	0	1	102	31	3	5
11	한상훈	한화	0.262	101	322	260	45	68	13	4	0	89	25	6	3
12	송광민	한화	0.261	67	268	245	33	64	13	0	7	98	33	1	0
13	이대수	한화	0.256	122	448	390	54	100	23	2	4	139	42	11	3
14	임익준	한화	0.254	36	67	63	6	16	1	0	0	17	1	0	0
15	정범모	한화	0.247	88	205	178	14	44	12	0	1	59	17	9	0
16	엄태용	한화	0.234	39	66	64	2	15	4	0	0	19	5	0	0
17	오선진	한화	0.230	92	296	256	31	59	8	2	2	77	26	4	3
18	김태완	한화	0.229	93	321	279	24	64	13	0	3	86	23	0	2
19	박노민	한화	0.219	27	68	64	4	14	4	0	0	18	7	2	0
20	강동우	한화	0.212	26	60	52	4	11	1	1	0	14	3	0	1
21	이준수	한화	0.200	47	74	65	6	13	3	0	0	16	6	2	1
21	이학준	한화	0.200	97	181	165	20	33	4	0	1	40	13	5	0
23	조정원	한화	0.191	43	57	47	5	9	0	0	0	9	2	2	0
24	박상규	한화	0.167	5	7	6	0	1	0	0	0	1	1	0	0
25	전현태	한화	0.152	21	39	33	4	5	1	1	1	11	3	0	0
26	송주호	한화	0.129	28	34	31	5	4	0	0	0	4	0	1	0
27	오재필	한화	0.125	9	17	16	0	2	0	0	0	2	0	0	0
28	하주석	한화	0.091	5	11	11	0	1	0	0	0	1	0	0	0
29	최승환	한화	0.071	10	16	14	0	1	0	0	0	1	0	0	0
30	이여상	한화	0.045	14	22	22	1	1	0	0	0	1	0	0	0
1	김광연	KIA	0.625	4	8	8	2	5	0	0	0	5	0	0	0
2	신종길	KIA	0.310	104	427	377	55	117	22	5	4	161	50	11	4
3	김주찬	KIA	0.304	47	195	168	24	51	9	4	0	68	28	7	1
4	김선빈	KIA	0.300	88	363	310	51	93	12	0	1	108	29	8	4
5	이용규	KIA	0.295	100	453	390	74	115	20	1	2	143	22	10	2
6	나지완	KIA	0.287	125	522	435	57	125	18	0	21	206	96	1	5
6	박기남	KIA	0.287	91	214	174	35	50	11	0	4	73	21	11	2
8	이종환	KIA	0.285	42	135	123	6	35	9	0	1	47	12	0	0
9	최희섭	KIA	0.258	78	305	252	29	65	17	1	11	117	42	0	2
10	차일목	KIA	0.256	98	259	215	23	55	9	1	0	66	25	4	4
11	안치홍	KIA	0.249	118	484	414	56	103	15	0	3	127	39	7	5
12	이범호	KIA	0.248	122	516	436	56	108	17	0	24	197	73	4	5
13	황정립	KIA	0.244	21	57	45	8	11	2	0	1	16	8	0	0
14	김주형	KIA	0.241	81	279	249	27	60	8	0	9	95	34	0	4
15	김상훈	KIA	0.230	49	108	87	7	20	4	0	0	24	8	5	2
16	이준호	KIA	0.200	55	66	60	4	12	2	0	0	14	4	1	1
17	홍재호	KIA	0.194	85	141	124	15	24	2	0	2	32	12	3	0
18	김원섭	KIA	0.188	42	119	96	12	18	8	0	1	29	12	0	0
19	백용환	KIA	0.173	26	58	52	4	9	4	0	0	13	3	0	0
20	이동훈	KIA	0.167	13	30	24	3	4	0	0	0	4	2	1	0
21	이홍구	KIA	0.157	51	96	89	6	14	1	1	2	23	9	1	0
22	윤완주	KIA	0.148	47	59	54	11	8	1	0	0	9	4	2	0
23	이성우	KIA	0.136	15	24	22	0	3	0	0	0	3	0	2	0
24	최훈락	KIA	0.111	16	19	18	1	2	0	0	0	2	1	0	0
25	고영우	KIA	0.091	29	11	11	7	1	0	0	0	1	0	0	0
25	유재혁	KIA	0.091	22	15	11	3	1	0	0	0	1	1	0	1
27	박지훈	KIA	-	1	0	0	0	0	0	0	0	0	0	0	0
27	서용주	KIA	0.000	4	1	1	0	0	0	0	0	0	0	0	0
27	송은범	KIA	-	2	0	0	0	0	0	0	0	0	0	0	0
27	신승현	KIA	-	2	0	0	0	0	0	0	0	0	0	0	
1	이병규	LG	0.348	98	401	374	39	130	19	3	5	170	74	0	3
2	이진영	LG	0.329	106	411	368	41	121	26	1	3	158	62	1	3
3	박용택	LG	0.328	125	539	476	79	156	22	4	7	207	67	0	7
4	정성훈	LG	0.312	121	477	407	64	127	22	1	9	178	62	0	4
5	이병규	LG	0.291	73	202	172	24	50	6	1	2	64	26	1	0
6	김용의	LG	0.276	109	348	301	42	83	6	5	5	114	34	10	3
7	정의윤	LG	0.272	116	405	367	42	100	15	5	5	140	47	1	3
8	문선재	LG	0.267	93	240	217	31	58	10	1	4	82	25	6	1
9	손주인	LG	0.265	125	423	351	42	93	17	3	3	125	41	20	6
10	현재윤	LG	0.260	53	126	100	10	26	5	0	1	34	8	13	0
11	오지환	LG	0.256	124	514	441	81	113	20	8	9	176	47	7	3
12	최경철	LG	0.245	38	65	53	6	13	2	1	0	17	5	5	1
13	이대형	LG	0.237	102	204	177	36	42	5	1	1	52	10	5	2
14	권용관	LG	0.231	68	122	104	19	24	6	0	4	42	13	5	0
14	양영동	LG	0.231	48	45	39	12	9	1	0	0	10	2	3	0
16	정주현	LG	0.217	61	104	83	21	18	4	2	0	26	15	4	1
17	윤요섭	LG	0.204	89	228	186	20	38	8	1	1	51	30	9	4
18	조윤준	LG	0.200	19	32	30	3	6	0	1	0	8	5	1	0
19	김재민	LG	0.125	10	8	8	0	1	0	0	0	1	0	0	0
19	최영진	LG	0.125	6	8	8	0	1	0	0	0	1	0	0	0
21	이천웅	LG	0.100	8	11	10	0	1	0	0	0	1	1	0	1
22	김영관	LG	0.000	2	1	1	0	0	0	0	0	0	0	0	0
22	김효남	LG	-	1	0	0	0	0	0	0	0	0	0	0	0
22	봉중근	LG	0.000	6	1	1	0	0	0	0	0	0	0	0	0
22	신재웅	LG	-	1	0	0	0	0	0	0	0	0	0	0	0
22	이상열	LG	-	2	0	0	0	0	0	0	0	0	0	0	0
22	임도현	LG	0.000	1	2	2	0	0	0	0	0	0	0	0	0
22	임정우	LG	-	5	0	0	1	0	0	0	0	0	0	0	0
22	임찬규	LG	-	3	0	0	0	0	0	0	0	0	0	0	0
22	정현욱	LG	-	3	0	0	0	0	0	0	0	0	0	0	0
1	강진성	NC	0.500	3	3	2	1	1	1	0	0	2	0	0	0
2	마낙길	NC	0.310	24	31	29	5	9	1	0	0	10	0	1	0
3	조영훈	NC	0.282	120	426	380	38	107	26	3	6	157	39	3	2
4	이호준	NC	0.278	126	508	442	46	123	25	1	20	210	87	0	5
5	김종호	NC	0.277	128	546	465	72	129	12	7	0	155	22	6	1
6	모창민	NC	0.276	108	436	395	57	109	24	3	12	175	51	2	1
7	이현곤	NC	0.273	91	161	139	10	38	7	0	0	45	9	3	0
8	박민우	NC	0.268	32	47	41	10	11	1	0	0	12	6	0	1
9	조평호	NC	0.266	26	86	79	12	21	6	0	2	33	7	1	0
10	김성욱	NC	0.250	4	4	4	0	1	0	0	0	1	1	0	0
11	이상호	NC	0.248	103	139	125	26	31	7	1	0	40	13	4	0
12	박정준	NC	0.247	78	195	166	24	41	6	0	4	59	21	1	3
13	나성범	NC	0.243	104	458	404	55	98	18	5	14	168	64	0	6
14	차화준	NC	0.226	58	121	106	18	24	6	0	1	33	7	0	2
15	노진혁	NC	0.223	117	361	327	32	73	19	2	3	105	27	5	1
16	지석훈	NC	0.220	105	357	309	25	68	21	2	3	102	35	6	4
17	김태군	NC	0.213	112	315	277	21	59	5	0	4	76	28	11	1
18	권희동	NC	0.203	121	397	349	42	71	19	1	15	137	54	7	3
19	박으뜸	NC	0.185	40	31	27	6	5	1	0	0	6	2	0	0
20	이태원	NC	0.146	70	97	82	5	12	2	0	0	14	4	4	0
21	김종찬	NC	0.143	5	7	7	0	1	0	0	0	1	0	0	0
22	박상혁	NC	0.133	8	15	15	0	2	0	0	0	2	0	0	0
22	최재원	NC	0.133	52	56	45	4	6	2	0	0	8	3	1	0
24	김동건	NC	0.125	8	17	16	1	2	0	0	1	5	1	0	0
24	허준	NC	0.125	14	17	16	1	2	0	0	1	5	4	0	1
26	이명환	NC	0.111	5	9	9	0	1	0	0	0	1	0	0	0
27	강구성	NC	0.000	2	2	2	0	0	0	0	0	0	0	0	0
27	김준완	NC	0.000	3	5	5	0	0	0	0	0	0	0	0	0
27	김진성	NC	-	2	0	0	0	0	0	0	0	0	0	0	0
27	김태우	NC	0.000	7	14	13	1	0	0	0	0	0	0	0	0
1	김정훈	SK	0.667	4	3	3	2	2	0	0	0	2	0	0	0
2	이명기	SK	0.340	26	114	100	21	34	3	2	1	44	11	4	1
3	최정	SK	0.316	120	525	434	75	137	18	0	28	239	83	1	2
4	김강민	SK	0.301	105	397	352	39	106	22	3	10	164	55	2	3
5	박정권	SK	0.292	110	434	363	56	106	20	1	18	182	70	0	6
6	정상호	SK	0.289	82	236	201	26	58	11	0	6	87	26	8	3
7	홍명찬	SK	0.286	5	7	7	1	2	0	0	0	2	0	0	0
8	정근우	SK	0.280	112	476	407	64	114	19	3	9	166	35	11	1
9	김재현	SK	0.278	33	42	36	12	10	2	1	0	14	6	1	1
10	박재상	SK	0.263	103	305	262	37	69	9	2	8	106	36	12	3
11	한동민	SK	0.263	99	327	285	36	75	15	2	14	136	52	3	3
12	조동화	SK	0.256	105	405	332	52	85	11	3	0	102	19	16	3
13	이재원	SK	0.252	69	252	226	27	57	10	1	8	93	41	3	2
14	박진만	SK	0.250	100	326	276	25	69	14	1	3	94	24	5	3
15	안치용	SK	0.244	17	45	41	2	10	0	0	1	13	5	0	0
16	김상현	SK	0.236	113	360	322	39	76	17	0	7	114	37	1	4
17	임훈	SK	0.222	40	87	81	6	18	1	0	0	19	5	1	0
18	김성현	SK	0.216	97	181	162	27	35	7	1	1	47	16	2	0
19	조인성	SK	0.213	88	223	207	16	44	10	0	7	75	29	5	1
20	조성우	SK	0.204	54	111	98	17	20	0	0	4	32	11	2	1
21	박승욱	SK	0.200	15	28	25	6	5	0	0	0	5	1	0	0
22	최윤석	SK	0.194	45	85	67	10	13	4	0	0	17	4	3	0
23	정진기	SK	0.125	4	8	8	2	1	0	0	0	1	0	0	0
24	박경완	SK	0.105	8	21	19	1	2	0	0	1	5	1	1	0
25	나주환	SK	0.087	15	24	23	0	2	0	0	0	2	0	1	0
26	김경근	SK	0.000	5	4	4	0	0	0	0	0	0	0	0	0
26	김도현	SK	0.000	2	5	4	0	0	0	0	0	0	0	1	0
26	문승원	SK	-	3	0	0	0	0	0	0	0	0	0	0	0
26	박인성	SK	0.000	2	1	1	0	0	0	0	0	0	0	0	0
26	박정배	SK	-	1	0	0	0	0	0	0	0	0	0	0	0
