
순위	선수명	팀명	AVG	G	PA	AB	R	H	2B	3B	HR	TB	RBI	SAC	SF
25	손민한	롯데	-	1	0	0	0	0	0	0	0	0	0	0	0
25	이명우	롯데	-	4	0	0	0	0	0	0	0	0	0	0	
1	김대익	삼성	0.314	61	100	86	14	27	4	0	1	34	19	1	1
2	박한이	삼성	0.295	123	551	471	62	139	21	0	9	187	59	12	4
3	김한수	삼성	0.293	114	465	406	55	119	18	0	15	182	73	3	3
4	진갑용	삼성	0.288	110	406	347	34	100	17	0	6	135	41	11	4
5	김종훈	삼성	0.288	70	167	146	19	42	4	1	2	54	18	3	3
6	손주인	삼성	0.286	14	8	7	3	2	0	0	0	2	1	0	0
7	심정수	삼성	0.275	124	528	433	77	119	14	0	28	217	87	0	2
8	조동찬	삼성	0.274	122	447	387	55	106	16	0	16	170	63	3	3
9	박종호	삼성	0.268	119	484	392	63	105	21	0	4	138	36	25	3
10	양준혁	삼성	0.261	124	463	394	61	103	15	1	13	159	50	0	2
11	강명구	삼성	0.250	106	50	44	30	11	1	0	0	12	2	0	0
11	조영훈	삼성	0.250	7	5	4	0	1	1	0	0	2	2	0	0
13	박진만	삼성	0.249	85	333	281	34	70	16	0	7	107	44	9	2
14	김재걸	삼성	0.247	103	266	231	22	57	7	0	1	67	23	12	1
15	강동우	삼성	0.240	125	429	367	61	88	15	3	6	127	38	13	3
16	이정식	삼성	0.224	59	78	67	7	15	3	0	1	21	4	4	0
17	박석민	삼성	0.198	52	92	81	7	16	3	1	0	21	4	0	1
18	김영복	삼성	0.189	23	41	37	3	7	1	0	1	11	4	1	1
19	박정환	삼성	0.184	26	44	38	5	7	1	0	1	11	7	1	1
20	강영식	삼성	-	2	0	0	0	0	0	0	0	0	0	0	0
20	곽용섭	삼성	0.000	3	1	1	0	0	0	0	0	0	0	0	0
20	권오준	삼성	-	4	0	0	0	0	0	0	0	0	0	0	0
20	김덕윤	삼성	-	1	0	0	0	0	0	0	0	0	0	0	0
20	김진웅	삼성	-	1	0	0	0	0	0	0	0	0	0	0	0
20	박성훈	삼성	-	1	0	0	0	0	0	0	0	0	0	0	0
20	배영수	삼성	-	1	0	0	0	0	0	0	0	0	0	0	0
20	손승현	삼성	0.000	8	3	3	0	0	0	0	0	0	0	0	0
20	오승환	삼성	-	7	0	0	0	0	0	0	0	0	0	0	0
20	이태호	삼성	-	1	0	0	0	0	0	0	0	0	0	0	0
20	임창용	삼성	-	1	0	0	0	0	0	0	0	0	0	0	0
1	권영근	한화	0.500	7	2	2	3	1	0	0	0	1	0	0	0
2	이양기	한화	0.455	10	12	11	5	5	0	0	1	8	1	0	0
3	데이비스	한화	0.323	118	507	431	90	139	24	0	24	235	86	0	6
4	김태균	한화	0.317	124	529	461	73	146	33	2	23	252	100	0	2
5	조원우	한화	0.302	95	392	351	43	106	17	1	6	143	42	3	3
6	브리또	한화	0.286	78	308	287	34	82	14	0	17	147	43	0	2
7	신경현	한화	0.277	110	358	321	38	89	15	1	4	118	23	3	3
8	백재호	한화	0.277	85	260	235	29	65	8	0	4	85	20	5	1
9	김인철	한화	0.275	103	288	262	46	72	16	0	10	118	39	3	1
10	이범호	한화	0.273	126	513	444	69	121	27	1	26	228	68	1	6
11	심광호	한화	0.265	63	108	102	15	27	3	0	7	51	22	1	1
12	이도형	한화	0.258	113	431	391	43	101	18	1	22	187	72	0	1
13	김수연	한화	0.253	111	299	273	41	69	10	2	0	83	14	4	1
14	임수민	한화	0.234	64	121	111	10	26	6	0	3	41	25	0	4
15	고지행	한화	0.231	25	69	65	5	15	0	0	2	21	8	2	0
16	스미스	한화	0.220	30	109	100	11	22	3	0	6	43	19	0	1
17	한상훈	한화	0.214	94	189	168	19	36	4	1	1	45	7	4	0
18	고동진	한화	0.200	94	291	250	42	50	14	0	3	73	11	2	0
19	전현태	한화	0.148	21	35	27	3	4	1	0	0	5	0	0	0
20	백승룡	한화	0.127	39	79	63	9	8	2	0	0	10	3	4	1
21	박노민	한화	0.100	9	10	10	1	1	0	0	0	1	0	0	0
22	장종훈	한화	0.091	7	11	11	1	1	0	0	1	4	1	0	0
23	정희상	한화	0.000	4	6	5	0	0	0	0	0	0	0	0	0
23	조현수	한화	0.000	1	1	1	0	0	0	0	0	0	0	0	0
23	최민준	한화	-	1	0	0	1	0	0	0	0	0	0	0	0
23	최진행	한화	0.000	1	1	1	0	0	0	0	0	0	0	0	0
1	이택근	현대	0.331	71	169	139	20	46	9	0	2	61	14	3	0
2	서튼	현대	0.292	119	521	424	76	124	18	2	35	251	102	0	7
3	정수성	현대	0.273	118	429	366	53	100	14	5	0	124	19	19	3
4	송지만	현대	0.271	123	510	436	70	118	22	0	24	212	74	4	3
5	정성훈	현대	0.266	126	523	458	61	122	20	1	17	195	72	9	0
6	전준호	현대	0.266	94	320	278	34	74	8	2	0	86	22	10	3
7	강귀태	현대	0.264	104	297	265	30	70	12	0	8	106	38	1	1
8	김승권	현대	0.261	8	24	23	3	6	2	0	1	11	4	1	0
9	이숭용	현대	0.252	105	390	330	45	83	13	0	14	138	55	3	2
10	서한규	현대	0.248	93	303	254	33	63	8	2	2	81	17	14	1
11	강병식	현대	0.247	94	215	182	25	45	10	0	6	73	20	2	0
12	채종국	현대	0.237	106	407	342	45	81	10	1	9	120	36	16	5
13	김일경	현대	0.228	55	121	101	14	23	4	1	1	32	3	3	0
14	조재호	현대	0.222	16	31	27	2	6	2	0	0	8	4	0	0
15	김동수	현대	0.219	96	318	274	24	60	4	2	10	98	30	18	1
16	전근표	현대	0.208	37	111	96	12	20	7	0	2	33	4	0	0
17	조승현	현대	0.200	5	6	5	0	1	0	0	0	1	0	0	0
18	유한준	현대	0.192	18	28	26	3	5	1	0	1	9	5	0	0
19	지석훈	현대	0.179	61	112	106	10	19	3	0	2	28	8	2	0
20	오윤	현대	0.100	9	10	10	0	1	0	0	0	1	1	0	0
20	장교성	현대	0.100	37	45	40	3	4	1	0	0	5	1	0	0
22	김민범	현대	-	1	0	0	0	0	0	0	0	0	0	0	0
22	김성태	현대	-	1	0	0	0	0	0	0	0	0	0	0	0
22	노병오	현대	-	2	0	0	0	0	0	0	0	0	0	0	0
22	노환수	현대	-	1	0	0	0	0	0	0	0	0	0	0	0
22	박준수	현대	-	1	0	0	0	0	0	0	0	0	0	0	0
22	송신영	현대	-	1	0	0	0	0	0	0	0	0	0	0	0
22	오재일	현대	0.000	1	1	1	0	0	0	0	0	0	0	0	0
22	유덕형	현대	0.000	3	2	2	0	0	0	0	0	0	0	0	0
22	이동학	현대	-	2	0	0	0	0	0	0	0	0	0	0	0
1	이종범	KIA	0.312	118	495	430	69	134	25	2	6	181	36	7	0
2	장성호	KIA	0.300	123	533	464	70	139	23	1	16	212	74	1	4
3	홍세완	KIA	0.284	90	386	345	45	98	15	1	9	142	46	1	2
4	손지환	KIA	0.278	107	357	316	37	88	13	0	11	134	44	5	3
5	김경언	KIA	0.271	78	202	188	23	51	10	1	5	78	19	4	0
6	마해영	KIA	0.266	94	387	338	46	90	17	0	12	143	60	2	4
7	이용규	KIA	0.266	124	479	414	57	110	17	2	5	146	37	14	3
8	송산	KIA	0.264	75	141	125	14	33	4	0	3	46	19	5	0
9	심재학	KIA	0.254	94	309	252	34	64	9	0	12	109	39	3	4
10	이재주	KIA	0.250	79	148	124	10	31	8	0	5	54	19	0	0
10	차일목	KIA	0.250	6	10	8	2	2	0	0	0	2	1	1	0
12	김종국	KIA	0.235	117	429	374	39	88	15	3	4	121	40	10	5
13	김상훈	KIA	0.235	105	338	298	29	70	8	0	8	102	40	8	4
14	임성민	KIA	0.232	47	62	56	12	13	2	0	1	18	3	0	0
15	홍현우	KIA	0.220	25	64	59	6	13	3	0	1	19	1	2	0
16	김민철	KIA	0.218	101	203	179	21	39	7	3	0	52	13	11	0
17	김경진	KIA	0.210	42	81	62	12	13	3	0	1	19	7	3	2
18	김주형	KIA	0.172	39	114	99	6	17	3	0	0	20	6	2	0
19	장일현	KIA	0.133	11	16	15	0	2	0	0	0	2	0	0	0
20	신동주	KIA	0.094	23	35	32	2	3	0	0	0	3	0	0	0
21	최훈락	KIA	0.091	24	24	22	3	2	1	0	0	3	3	0	0
22	김원섭	KIA	0.040	28	26	25	5	1	0	0	0	1	0	0	0
23	김성호	KIA	0.000	2	2	2	0	0	0	0	0	0	0	0	0
23	백정훈	KIA	0.000	1	1	1	0	0	0	0	0	0	0	0	0
23	서동욱	KIA	0.000	12	7	6	0	0	0	0	0	0	0	0	0
23	신용운	KIA	-	3	0	0	0	0	0	0	0	0	0	0	0
23	윤석민	KIA	-	2	0	0	0	0	0	0	0	0	0	0	0
23	윤형진	KIA	-	1	0	0	0	0	0	0	0	0	0	0	0
23	이범석	KIA	-	1	0	0	0	0	0	0	0	0	0	0	0
23	이영수	KIA	0.000	4	2	2	0	0	0	0	0	0	0	0	0
1	이병규	LG	0.337	119	517	466	62	157	24	2	9	212	75	1	7
2	오태근	LG	0.333	7	5	3	1	1	0	0	0	1	0	0	0
3	최동수	LG	0.319	77	229	210	20	67	17	0	6	102	36	1	1
4	클리어	LG	0.303	110	453	402	64	122	23	4	15	198	61	0	5
5	박용택	LG	0.280	126	523	472	90	132	25	1	15	204	71	0	3
6	김정민	LG	0.274	79	211	186	19	51	9	0	5	75	29	10	2
7	박기남	LG	0.272	56	162	136	20	37	2	0	4	51	16	5	0
8	최승환	LG	0.269	16	27	26	3	7	2	0	1	12	4	0	0
9	이대형	LG	0.268	107	142	127	40	34	4	1	0	40	5	3	0
10	이종열	LG	0.253	85	303	269	37	68	7	2	6	97	29	7	2
11	정의윤	LG	0.242	106	340	314	41	76	10	3	8	116	42	3	2
12	권용관	LG	0.237	79	215	194	21	46	7	3	9	86	25	9	2
13	한규식	LG	0.236	115	325	275	37	65	9	1	0	76	23	10	3
14	안재만	LG	0.236	65	199	174	16	41	10	0	2	57	18	9	2
15	이성열	LG	0.235	102	230	187	34	44	7	3	9	84	30	0	1
16	조인성	LG	0.224	85	230	201	22	45	11	0	6	74	34	9	2
17	마테오	LG	0.223	34	149	130	18	29	3	0	5	47	20	0	3
18	안상준	LG	0.206	26	78	68	8	14	4	0	0	18	4	4	0
19	박병호	LG	0.190	79	185	163	22	31	11	0	3	51	21	0	4
20	박경수	LG	0.171	35	133	105	13	18	2	0	2	26	7	6	1
21	안치용	LG	0.143	13	8	7	1	1	0	0	0	1	0	1	0
21	최길성	LG	0.143	4	8	7	0	1	0	0	0	1	1	0	1
23	서용빈	LG	0.128	15	41	39	3	5	1	1	0	8	2	1	0
24	김우석	LG	0.111	30	19	18	2	2	1	0	0	3	0	0	0
25	김태완	LG	0.100	29	50	40	5	4	0	0	0	4	1	1	0
26	경헌호	LG	-	2	0	0	0	0	0	0	0	0	0	0	0
26	김민기	LG	-	1	0	0	0	0	0	0	0	0	0	0	0
26	류택현	LG	-	1	0	0	0	0	0	0	0	0	0	0	0
26	송현우	LG	-	1	0	0	0	0	0	0	0	0	0	0	0
26	신윤호	LG	-	2	0	0	0	0	0	0	0	0	0	0	0
1	채종범	SK	0.556	8	11	9	4	5	1	0	0	6	1	0	0
2	김형철	SK	0.375	20	8	8	1	3	1	0	0	4	1	0	0
3	김재현	SK	0.315	120	499	400	63	126	17	0	19	200	77	0	3
4	박재홍	SK	0.304	109	495	421	76	128	21	1	18	205	63	2	3
5	이진영	SK	0.291	122	523	453	76	132	19	1	20	213	74	8	4
6	정경배	SK	0.286	126	502	427	49	122	16	1	11	173	63	14	7
7	강성우	SK	0.278	22	20	18	1	5	4	0	0	9	0	2	0
8	김민재	SK	0.277	125	508	440	58	122	19	0	2	147	37	16	4
9	이호준	SK	0.271	105	411	354	59	96	16	1	21	177	65	0	2
10	조동화	SK	0.263	110	345	281	41	74	2	4	1	87	19	41	1
11	최정	SK	0.247	45	93	85	6	21	5	0	1	29	11	1	0
12	박경완	SK	0.245	114	425	347	43	85	17	0	11	135	44	8	6
13	조중근	SK	0.240	108	196	171	20	41	7	1	6	68	30	4	1
14	김태균	SK	0.237	110	272	232	24	55	11	1	5	83	22	18	1
15	김강민	SK	0.225	23	48	40	6	9	1	0	0	10	3	4	0
16	최경철	SK	0.214	43	66	56	6	12	2	0	0	14	2	3	0
16	최익성	SK	0.214	40	84	70	13	15	1	1	4	30	12	0	1
18	조경환	SK	0.206	19	35	34	4	7	0	0	2	13	4	0	0
19	김기태	SK	0.205	54	130	112	5	23	4	0	0	27	11	2	1
20	이대수	SK	0.203	99	70	59	11	12	3	1	0	17	4	4	0
21	정근우	SK	0.193	52	106	88	11	17	2	0	0	19	5	8	2
22	박재상	SK	0.130	31	49	46	3	6	1	0	0	7	1	0	0
23	김경태	SK	-	1	0	0	0	0	0	0	0	0	0	0	0
23	김원형	SK	-	3	0	0	0	0	0	0	0	0	0	0	0
23	위재영	SK	-	1	0	0	0	0	0	0	0	0	0	0	0
23	윤길현	SK	-	1	0	0	0	0	0	0	0	0	0	0	0
23	이영욱	SK	-	3	0	0	0	0	0	0	0	0	0	0	0
23	정우람	SK	-	1	0	0	0	0	0	0	0	0	0	0	0
23	조웅천	SK	-	4	0	0	0	0	0	0	0	0	0	0	0
23	조형식	SK	-	1	0	0	0	0	0	0	0	0	0	0	0
