순위	선수명	팀명	ERA	G	W	L	SV	HLD	WPCT	IP	H	HR	BB	HBP	SO	R	ER	WHIP
9	이우선	삼성	4.35	32	1	3	1	0	0.250	68 1/3	68	10	24	2	42	34	33	1.35
10	오승환	삼성	4.50	16	0	0	4	0	-	14	13	4	5	0	19	7	7	1.29
11	나이트	삼성	4.54	21	6	5	0	0	0.545	83 1/3	87	5	42	2	66	47	42	1.55
12	백정현	삼성	4.58	43	1	2	0	3	0.333	37 1/3	38	3	24	1	24	20	19	1.66
13	배영수	삼성	4.74	31	6	8	1	0	0.429	119 2/3	136	11	37	8	64	69	63	1.45
14	레딩	삼성	5.09	9	1	3	0	1	0.250	35 1/3	40	2	11	2	19	20	20	1.44
15	크루세타	삼성	5.25	26	6	10	0	1	0.375	97 2/3	106	8	54	5	78	62	57	1.64
16	정인욱	삼성	5.31	28	4	2	0	1	0.667	61	55	9	37	2	60	42	36	1.51
17	김현우	삼성	5.40	2	0	0	0	0	-	1 2/3	1	1	1	0	2	1	1	1.20
17	박민규	삼성	5.40	2	0	0	0	0	-	5	6	0	4	0	6	3	3	2.00
19	윤성환	삼성	5.91	28	3	6	0	1	0.333	80 2/3	104	12	19	2	54	55	53	1.52
20	구자운	삼성	6.00	1	0	0	0	0	-	3	1	0	3	0	3	2	2	1.33
1	신해수	한화	0.00	2	0	0	0	0	-	2	2	0	0	0	1	0	0	1.00
1	윤기호	한화	-	1	0	0	0	0	-	0	2	0	0	0	0	1	1	-
3	류현진	한화	1.82	25	16	4	0	0	0.800	192 2/3	149	11	45	9	187	42	39	1.01
4	박정진	한화	3.06	56	2	4	10	6	0.333	79 1/3	58	3	36	3	80	32	27	1.18
5	윤규진	한화	3.38	47	1	2	0	4	0.333	58 2/3	57	3	36	5	45	28	22	1.59
6	송창식	한화	4.08	12	0	0	0	0	-	17 2/3	17	1	5	0	11	8	8	1.25
7	이동현	한화	4.26	21	1	3	0	0	0.250	25 1/3	25	2	23	0	19	19	12	1.89
8	장민제	한화	4.41	13	1	0	0	0	1.000	16 1/3	16	1	5	1	4	8	8	1.29
9	데폴라	한화	4.58	41	6	12	3	1	0.333	131 2/3	133	8	58	10	68	74	67	1.45
10	김재현	한화	5.19	15	1	0	0	2	1.000	8 2/3	10	2	2	2	8	5	5	1.38
11	안승민	한화	5.43	25	4	4	0	0	0.500	63	80	10	15	2	28	43	38	1.51
12	유원상	한화	5.50	29	5	14	0	0	0.263	142 1/3	164	20	69	2	82	89	87	1.64
13	윤경영	한화	6.00	2	0	0	0	0	-	3	4	0	0	1	4	2	2	1.33
14	양훈	한화	6.46	46	4	5	8	3	0.444	46	54	8	21	6	38	35	33	1.63
15	김혁민	한화	6.92	9	0	4	0	0	0.000	40 1/3	36	7	37	3	21	32	31	1.81
16	마일영	한화	7.01	47	1	3	2	10	0.250	43 2/3	51	9	20	1	26	37	34	1.63
17	윤근영	한화	7.16	25	0	0	0	0	-	16 1/3	22	1	13	0	8	13	13	2.14
18	최영필	한화	7.45	21	1	4	1	0	0.200	54 1/3	84	13	22	3	26	46	45	1.95
19	허유강	한화	7.58	42	1	2	0	2	0.333	46 1/3	65	5	20	8	25	45	39	1.83
20	정재원	한화	8.79	12	0	0	0	0	-	14 1/3	24	3	4	1	6	14	14	1.95
21	양승진	한화	8.93	17	1	5	0	0	0.167	45 1/3	60	10	33	4	37	49	45	2.05
22	부에노	한화	9.10	9	1	3	0	0	0.250	29 2/3	38	7	19	4	23	33	30	1.92
23	카페얀	한화	9.15	15	0	11	0	0	0.000	59	87	9	41	5	33	63	60	2.17
24	구대성	한화	9.64	7	0	1	0	0	0.000	4 2/3	7	2	3	0	3	6	5	2.14
25	황재규	한화	10.00	9	0	0	0	0	-	9	15	0	9	0	6	10	10	2.67
26	김용주	한화	40.50	2	0	2	0	0	0.000	2	6	2	5	1	1	9	9	5.50
1	차정민	KIA	0.00	2	0	1	0	0	0.000	1 2/3	1	0	1	0	1	1	0	1.20
2	유동훈	KIA	2.85	48	3	2	14	1	0.600	47 1/3	46	1	10	7	32	20	15	1.18
3	이상화	KIA	3.12	9	0	1	0	0	0.000	8 2/3	9	0	6	0	7	6	3	1.73
4	서재응	KIA	3.34	24	9	7	0	0	0.563	140	134	10	29	11	68	53	52	1.16
5	박성호	KIA	3.81	23	0	0	0	0	-	28 1/3	28	4	8	1	38	15	12	1.27
6	윤석민	KIA	3.83	23	6	3	3	0	0.667	101	95	5	36	3	94	48	43	1.30
7	콜론	KIA	3.91	21	8	7	0	0	0.533	103 2/3	97	6	41	9	57	51	45	1.33
8	조태수	KIA	3.95	31	0	0	0	0	-	43 1/3	55	2	11	1	23	21	19	1.52
9	양현종	KIA	4.25	30	16	8	0	0	0.667	169 1/3	169	9	98	6	145	84	80	1.58
10	손영민	KIA	4.63	67	3	5	1	18	0.375	68	73	8	25	7	48	36	35	1.44
11	로페즈	KIA	4.66	27	4	10	1	0	0.286	166	180	22	43	8	83	92	86	1.34
12	박경태	KIA	4.98	42	0	2	0	2	0.000	34 1/3	35	2	14	1	23	20	19	1.43
13	라이트	KIA	5.00	2	0	1	0	0	0.000	9	5	0	9	2	12	5	5	1.56
14	김건한	KIA	5.26	57	3	5	1	3	0.375	77	87	5	34	7	61	53	45	1.57
15	곽정철	KIA	5.59	47	2	7	2	10	0.222	58	62	6	24	3	70	38	36	1.48
16	전태현	KIA	5.71	12	2	5	0	0	0.286	41	47	5	23	6	37	29	26	1.71
17	이대진	KIA	6.55	14	0	0	0	2	-	22	31	1	19	5	14	21	16	2.27
18	문수호	KIA	6.75	4	0	0	0	0	-	2 2/3	3	0	1	0	1	2	2	1.50
18	심동섭	KIA	6.75	5	0	0	0	1	-	2 2/3	3	0	2	0	0	2	2	1.88
18	안영명	KIA	6.75	47	6	8	3	3	0.429	69 1/3	80	15	35	3	82	54	52	1.66
18	정용운	KIA	6.75	10	0	1	0	0	0.000	8	11	1	9	2	5	10	6	2.50
1	경헌호	LG	0.00	5	0	0	0	0	-	5	5	0	0	0	4	0	0	1.00
1	최동환	LG	-	1	0	0	0	0	-	0	0	0	2	0	0	0	0	-
3	오카모토	LG	3.00	46	5	3	16	1	0.625	48	36	6	29	4	40	17	16	1.35
4	이상열	LG	3.32	76	2	2	0	16	0.500	59 2/3	52	3	20	2	44	23	22	1.21
5	김광수	LG	3.40	68	4	5	8	7	0.444	76 2/3	90	5	31	5	71	33	29	1.58
6	이동현	LG	3.53	68	7	3	4	15	0.700	74	65	5	34	3	58	38	29	1.34
7	봉중근	LG	3.58	28	10	9	0	0	0.526	178 1/3	166	13	69	14	130	74	71	1.32
8	최성민	LG	3.86	8	2	2	0	0	0.500	32 2/3	22	1	28	3	17	16	14	1.53
9	박동욱	LG	4.06	13	1	0	1	0	1.000	31	30	2	16	1	22	16	14	1.48
10	오상민	LG	4.40	65	1	1	0	15	0.500	47	52	9	9	3	28	23	23	1.30
11	김기표	LG	4.43	48	2	4	2	2	0.333	42 2/3	41	2	13	8	24	21	21	1.27
12	정재복	LG	4.70	16	1	1	0	0	0.500	23	26	2	7	0	17	15	12	1.43
13	강철민	LG	5.40	3	0	1	0	0	0.000	11 2/3	8	2	8	1	10	7	7	1.37
14	김광삼	LG	5.68	24	7	6	0	0	0.538	111	125	10	50	14	60	74	70	1.58
15	김선규	LG	5.93	28	2	0	0	0	1.000	27 1/3	30	2	14	3	14	19	18	1.61
16	민경수	LG	6.00	4	0	0	0	0	-	3	5	0	1	0	3	2	2	2.00
17	신정락	LG	6.31	24	0	1	0	2	0.000	25 2/3	25	1	22	6	24	23	18	1.83
18	이형종	LG	6.52	2	1	0	0	0	1.000	9 2/3	11	1	5	0	5	7	7	1.66
19	박현준	LG	6.55	20	2	3	0	0	0.400	57 2/3	60	9	27	9	46	45	42	1.51
20	박명환	LG	6.63	15	4	6	0	0	0.400	76	94	17	31	3	46	62	56	1.64
21	서승화	LG	6.75	12	1	5	0	0	0.167	52	65	4	42	5	41	41	39	2.06
22	심수창	LG	7.57	12	0	4	0	1	0.000	35 2/3	58	3	15	4	7	30	30	2.05
23	곤잘레스	LG	7.68	9	0	6	0	0	0.000	43 1/3	49	4	21	5	23	40	37	1.62
24	류택현	LG	7.71	16	0	0	0	0	-	4 2/3	10	0	4	1	3	6	4	3.00
25	김지용	LG	7.88	5	0	0	0	0	-	8	10	2	3	0	5	7	7	1.63
26	한희	LG	8.10	11	0	1	0	0	0.000	20	23	6	11	3	17	18	18	1.70
27	더마트레	LG	8.22	15	4	6	0	0	0.400	61 1/3	83	10	37	3	29	58	56	1.96
28	이범준	LG	9.64	14	1	2	0	0	0.333	28	37	5	19	4	13	31	30	2.00
29	유경국	LG	18.00	1	0	0	0	0	-	1	3	0	1	0	1	2	2	4.00
30	배우열	LG	19.80	4	0	0	0	0	-	5	11	2	3	1	5	11	11	2.80
1	김원형	SK	0.00	3	0	0	0	0	-	2 1/3	3	0	0	0	0	2	0	1.29
1	김태훈	SK	-	1	0	0	0	0	-	0	0	0	1	0	0	0	0	-
1	이한진	SK	0.00	6	0	0	0	0	-	3 2/3	7	0	2	0	0	1	0	2.45
1	제춘모	SK	0.00	2	0	0	0	0	-	3 1/3	0	0	3	0	4	0	0	0.90
5	정대현	SK	1.40	49	4	1	4	8	0.800	45	31	1	7	1	47	7	7	0.84
6	이승호	SK	2.03	16	2	0	0	1	1.000	31	23	3	13	1	30	9	7	1.16
7	송은범	SK	2.30	44	8	5	8	4	0.615	125	103	12	48	6	91	38	32	1.21
8	김광현	SK	2.37	31	17	7	0	0	0.708	193 2/3	153	13	84	5	183	56	51	1.22
9	전병두	SK	3.06	27	5	2	0	1	0.714	67 2/3	55	2	26	2	52	27	23	1.20
10	카도쿠라	SK	3.22	30	14	7	0	0	0.667	153 2/3	146	14	52	6	143	65	55	1.29
11	정우람	SK	3.53	75	8	4	2	18	0.667	102	80	7	44	4	111	41	40	1.22
12	윤희상	SK	3.60	4	0	0	0	0	-	5	6	0	2	0	2	2	2	1.60
12	전준호	SK	3.60	8	2	0	0	0	1.000	15	9	1	6	1	12	7	6	1.00
14	이승호	SK	4.22	65	6	4	20	5	0.600	89 2/3	81	12	51	4	96	44	42	1.47
15	가득염	SK	4.41	21	0	0	0	1	-	16 1/3	14	1	10	0	12	9	8	1.47
16	박희수	SK	4.58	14	0	0	0	0	-	17 2/3	23	2	7	0	15	9	9	1.70
17	문광은	SK	4.82	12	0	0	0	0	-	18 2/3	13	1	11	0	16	10	10	1.29
18	고효준	SK	5.15	51	8	6	2	1	0.571	106 2/3	106	16	61	5	101	68	61	1.57
19	글로버	SK	5.66	22	6	8	0	0	0.429	105	113	18	50	5	85	71	66	1.55
20	엄정욱	SK	6.27	34	4	3	0	0	0.571	66	62	6	40	3	67	46	46	1.55
21	이재영	SK	6.75	8	0	0	0	0	-	10 2/3	15	2	10	2	6	9	8	2.34
22	임성헌	SK	10.38	8	0	0	0	0	-	8 2/3	16	5	3	0	3	10	10	2.19
23	최원재	SK	13.50	3	0	0	0	0	-	2/3	2	0	0	1	1	1	1	3.00
