
순위	선수명	팀명	AVG	G	PA	AB	R	H	2B	3B	HR	TB	RBI	SAC	SF
19	박남섭	롯데	0.125	26	20	16	2	2	0	0	0	2	1	0	1
20	전준우	롯데	0.100	15	35	30	3	3	3	0	0	6	3	0	0
21	최만호	롯데	0.083	28	43	36	5	3	2	0	0	5	1	4	0
22	강영식	롯데	-	2	0	0	0	0	0	0	0	0	0	0	0
22	김이슬	롯데	-	1	0	0	0	0	0	0	0	0	0	0	0
22	서정호	롯데	0.000	4	7	7	1	0	0	0	0	0	0	0	0
22	염종석	롯데	-	2	0	0	0	0	0	0	0	0	0	0	0
22	이동훈	롯데	0.000	5	1	1	1	0	0	0	0	0	0	0	0
22	임경완	롯데	-	2	0	0	0	0	0	0	0	0	0	0	0
22	코르테스	롯데	-	1	0	0	0	0	0	0	0	0	0	0	0
1	박한이	삼성	0.316	104	442	370	57	117	17	2	4	150	41	5	3
2	김우석	삼성	0.300	8	13	10	2	3	2	0	0	5	1	1	0
3	크루즈	삼성	0.282	43	181	156	21	44	8	0	2	58	21	0	2
4	김창희	삼성	0.282	103	264	227	29	64	13	0	1	80	19	4	0
5	진갑용	삼성	0.279	105	313	272	34	76	7	0	11	116	45	6	4
6	박석민	삼성	0.279	126	499	416	65	116	27	1	14	187	64	8	2
7	양준혁	삼성	0.278	114	443	385	49	107	16	2	8	151	49	2	2
8	강봉규	삼성	0.276	81	160	134	27	37	8	0	3	54	14	3	1
9	최형우	삼성	0.276	126	440	384	68	106	24	0	19	187	71	0	2
10	김동현	삼성	0.269	14	30	26	6	7	1	1	0	10	2	2	0
11	채태인	삼성	0.266	68	270	248	32	66	12	1	10	110	42	0	1
12	현재윤	삼성	0.248	67	138	125	9	31	8	1	2	47	19	4	3
13	박진만	삼성	0.244	104	391	332	28	81	12	3	5	114	38	9	3
14	심정수	삼성	0.235	22	88	68	8	16	0	0	3	25	7	0	0
15	박종호	삼성	0.232	33	94	82	8	19	2	0	0	21	5	2	1
16	김재걸	삼성	0.230	99	219	187	19	43	4	3	1	56	11	5	1
17	조동찬	삼성	0.225	68	186	151	25	34	2	0	2	42	14	6	5
18	우동균	삼성	0.225	63	164	138	21	31	9	2	2	50	19	3	0
19	심광호	삼성	0.197	40	81	71	5	14	0	0	2	20	8	2	1
20	신명철	삼성	0.184	97	278	244	29	45	8	0	1	56	17	7	6
21	손지환	삼성	0.179	45	84	78	7	14	4	0	2	24	11	0	1
22	허승민	삼성	0.117	85	64	60	7	7	2	0	0	9	2	1	0
23	김경모	삼성	0.000	2	1	1	0	0	0	0	0	0	0	0	0
23	모상기	삼성	0.000	2	5	5	0	0	0	0	0	0	0	0	0
23	백정현	삼성	-	1	0	0	0	0	0	0	0	0	0	0	0
23	손승현	삼성	-	4	0	0	0	0	0	0	0	0	0	0	0
23	손주인	삼성	0.000	9	3	3	0	0	0	0	0	0	0	0	0
23	오승환	삼성	-	1	0	0	0	0	0	0	0	0	0	0	0
23	이영욱	삼성	0.000	14	8	7	1	0	0	0	0	0	0	0	0
23	차우찬	삼성	-	1	0	0	0	0	0	0	0	0	0	0	0
1	이택근	우리	0.317	110	428	372	59	118	19	1	12	175	58	1	3
2	전준호	우리	0.310	114	391	352	44	109	16	5	1	138	24	1	2
3	브룸바	우리	0.293	102	420	358	39	105	17	0	13	161	61	0	4
4	송지만	우리	0.280	118	451	414	48	116	18	0	13	173	62	0	4
5	조중근	우리	0.279	31	69	68	7	19	6	0	1	28	9	0	0
6	김남형	우리	0.273	21	25	22	4	6	1	0	0	7	3	2	0
7	김일경	우리	0.271	70	187	166	16	45	9	0	2	60	13	6	0
8	강정호	우리	0.271	116	408	362	36	98	18	1	8	142	47	7	3
9	정성훈	우리	0.270	109	399	355	43	96	21	2	3	130	34	2	1
10	이숭용	우리	0.270	109	375	333	37	90	10	0	3	109	27	0	1
11	강병식	우리	0.269	71	141	119	12	32	8	0	4	52	17	3	2
12	유재신	우리	0.258	54	97	93	19	24	2	1	0	28	7	2	0
13	정수성	우리	0.252	76	139	127	27	32	6	2	1	45	14	3	2
14	차화준	우리	0.250	3	9	8	2	2	1	0	0	3	0	0	0
14	허준	우리	0.250	15	16	16	1	4	0	0	1	7	1	0	0
16	강귀태	우리	0.249	104	286	261	19	65	6	2	4	87	22	6	5
17	김동수	우리	0.239	94	180	159	15	38	7	2	1	52	23	3	2
18	황재균	우리	0.239	117	333	306	27	73	10	1	1	88	18	7	2
19	전근표	우리	0.224	32	59	49	6	11	0	0	1	14	4	0	0
20	조재호	우리	0.223	49	103	94	7	21	5	0	0	26	8	1	1
21	권도영	우리	0.221	84	150	136	18	30	6	1	1	41	9	2	1
22	오윤	우리	0.200	31	34	30	5	6	1	1	0	9	3	0	0
22	이성재	우리	0.200	7	11	10	0	2	1	0	0	3	0	0	0
24	최현종	우리	0.125	18	39	32	2	4	1	0	0	5	1	3	0
25	유선정	우리	0.077	15	14	13	0	1	0	0	0	1	2	1	0
26	조평호	우리	0.067	14	17	15	1	1	0	0	0	1	1	0	0
27	김민우	우리	0.056	16	20	18	3	1	1	0	0	2	2	0	0
28	김성현	우리	-	2	0	0	0	0	0	0	0	0	0	0	0
28	김수경	우리	-	2	0	0	0	0	0	0	0	0	0	0	0
28	김영민	우리	0.000	1	1	1	0	0	0	0	0	0	0	0	0
1	김동영	한화	0.500	4	5	4	1	2	0	0	0	2	1	1	0
2	김태균	한화	0.324	115	484	410	81	133	27	1	31	255	92	0	5
3	이영우	한화	0.288	89	305	271	41	78	21	2	2	109	27	2	5
4	이범호	한화	0.276	125	508	434	80	120	21	3	19	204	77	0	4
5	송광민	한화	0.271	75	154	140	19	38	7	0	7	66	23	1	0
6	신경현	한화	0.267	107	331	296	27	79	16	3	3	110	41	5	2
7	김태완	한화	0.266	124	450	383	44	102	16	0	23	187	73	0	6
8	정범모	한화	0.250	3	5	4	1	1	0	0	0	1	0	0	0
9	클락	한화	0.246	125	546	472	96	116	25	3	22	213	79	1	5
10	연경흠	한화	0.245	45	121	106	13	26	5	2	4	47	9	1	2
10	추승우	한화	0.245	119	419	371	53	91	13	3	0	110	20	7	1
12	김민재	한화	0.241	114	397	357	26	86	13	0	5	114	35	7	1
13	오승택	한화	0.228	50	62	57	8	13	2	0	0	15	2	2	0
14	이도형	한화	0.224	54	71	67	2	15	1	0	2	22	16	0	1
15	고동진	한화	0.218	31	97	87	14	19	5	0	0	24	5	4	0
16	한상훈	한화	0.217	122	360	314	29	68	13	2	0	85	32	10	2
17	이희근	한화	0.210	84	135	119	6	25	3	0	0	28	9	4	1
18	윤재국	한화	0.210	55	169	143	25	30	7	1	0	39	9	3	0
19	이여상	한화	0.208	94	192	173	19	36	8	0	2	50	15	4	0
20	조원우	한화	0.200	5	5	5	0	1	0	0	0	1	0	0	0
21	김수연	한화	0.167	9	20	18	1	3	0	0	0	3	0	0	0
22	오선진	한화	0.133	46	31	30	3	4	1	0	0	5	1	0	0
23	김혁민	한화	0.000	3	1	1	0	0	0	0	0	0	0	0	0
23	마정길	한화	-	1	0	0	0	0	0	0	0	0	0	0	0
23	백승룡	한화	0.000	2	1	1	0	0	0	0	0	0	0	0	0
23	양훈	한화	-	1	0	0	0	0	0	0	0	0	0	0	0
23	윤규진	한화	-	1	0	0	0	0	0	0	0	0	0	0	0
23	정현석	한화	0.000	11	8	7	1	0	0	0	0	0	0	0	0
23	최진행	한화	0.000	3	4	4	0	0	0	0	0	0	0	0	0
23	토마스	한화	0.000	7	1	1	0	0	0	0	0	0	0	0	0
1	이용규	KIA	0.312	106	473	417	62	130	24	6	0	166	38	6	0
2	박진영	KIA	0.308	10	27	26	3	8	0	0	0	8	0	0	0
3	김원섭	KIA	0.305	106	404	344	55	105	14	4	0	127	30	4	2
4	장성호	KIA	0.304	85	352	293	39	89	17	1	7	129	46	0	3
5	나지완	KIA	0.295	73	239	200	25	59	12	1	6	91	30	1	4
6	최경환	KIA	0.291	65	142	127	18	37	10	1	1	52	15	1	1
7	이종범	KIA	0.284	110	362	317	38	90	19	4	1	120	38	9	3
8	이재주	KIA	0.276	87	314	261	37	72	15	0	12	123	58	0	5
9	김상훈	KIA	0.267	35	94	86	8	23	3	0	2	32	9	1	1
10	이현곤	KIA	0.257	112	435	393	33	101	19	2	2	130	40	4	4
11	김선빈	KIA	0.255	112	322	278	39	71	2	2	0	77	24	10	2
12	차일목	KIA	0.246	106	314	264	35	65	11	1	2	84	31	17	2
13	김종국	KIA	0.233	113	346	300	33	70	16	3	1	95	26	10	1
14	최희섭	KIA	0.229	55	207	188	17	43	2	1	6	65	22	0	1
15	김주형	KIA	0.226	62	156	146	10	33	8	0	2	47	12	0	2
16	발데스	KIA	0.218	47	176	156	17	34	9	1	1	48	16	9	1
17	이호신	KIA	0.212	10	38	33	4	7	2	0	0	9	1	4	0
18	김경언	KIA	0.200	8	20	20	0	4	0	0	0	4	2	0	0
18	김주현	KIA	0.200	2	5	5	0	1	0	0	0	1	0	0	0
18	유용목	KIA	0.200	6	5	5	0	1	0	0	0	1	0	0	0
21	채종범	KIA	0.197	70	166	147	13	29	3	1	4	46	16	3	1
22	이영수	KIA	0.156	15	38	32	1	5	0	0	0	5	2	0	0
23	유재원	KIA	0.148	13	29	27	2	4	0	0	0	4	0	0	0
24	안재만	KIA	0.143	3	7	7	0	1	0	0	0	1	0	0	0
25	김형철	KIA	0.125	45	41	40	4	5	0	0	0	5	1	0	0
26	강동우	KIA	0.100	45	52	40	8	4	1	0	0	5	5	2	1
27	이성우	KIA	0.097	39	37	31	2	3	0	0	1	6	3	3	1
28	최용규	KIA	0.094	20	37	32	2	3	0	0	0	3	0	2	0
29	송산	KIA	0.053	14	22	19	0	1	1	0	0	2	1	1	0
30	고우석	KIA	-	1	0	0	0	0	0	0	0	0	0	0	0
1	서성종	LG	1.000	1	1	1	1	1	0	0	0	1	0	0	0
2	김광삼	LG	0.385	13	13	13	0	5	1	0	0	6	1	0	0
3	페타지니	LG	0.347	68	259	216	29	75	17	1	7	115	35	0	1
4	김태군	LG	0.333	6	3	3	0	1	0	0	0	1	0	0	0
4	임도현	LG	0.333	15	7	6	4	2	1	0	0	3	0	0	0
6	김정민	LG	0.303	71	178	155	11	47	6	0	1	56	17	5	1
7	안치용	LG	0.295	101	421	370	46	109	27	3	7	163	52	3	9
8	김준호	LG	0.267	29	46	45	6	12	1	1	1	18	7	1	0
8	손인호	LG	0.267	77	152	135	13	36	7	0	0	43	17	2	3
10	최동수	LG	0.265	110	431	381	32	101	15	0	14	158	62	5	5
11	이대형	LG	0.264	126	574	523	71	138	5	2	0	147	33	9	1
12	박경수	LG	0.259	116	444	367	46	95	11	1	8	132	43	23	10
13	박용택	LG	0.257	96	374	334	39	86	12	2	2	108	32	2	3
14	김상현	LG	0.243	75	243	214	28	52	9	2	8	89	18	5	2
15	서동욱	LG	0.243	27	82	70	9	17	1	1	3	29	9	0	0
16	김태완	LG	0.242	37	82	66	10	16	2	1	0	20	1	5	1
17	이종열	LG	0.232	81	303	271	24	63	7	3	1	79	26	4	6
18	이병규	LG	0.231	33	86	78	7	18	6	1	1	29	9	1	0
19	권용관	LG	0.228	76	230	206	15	47	6	2	1	60	14	12	3
20	조인성	LG	0.227	102	353	330	25	75	18	1	10	125	49	1	4
21	박용근	LG	0.197	93	180	157	20	31	5	1	1	41	5	5	0
22	채종국	LG	0.195	55	43	41	6	8	0	0	0	8	1	0	0
23	정의윤	LG	0.192	38	90	78	8	15	1	0	0	16	3	1	0
24	김용우	LG	0.154	25	31	26	2	4	1	0	1	8	4	0	1
24	김용의	LG	0.154	18	32	26	8	4	0	0	0	4	1	0	0
26	경헌호	LG	-	1	0	0	0	0	0	0	0	0	0	0	0
26	김민기	LG	-	1	0	0	0	0	0	0	0	0	0	0	0
26	김수형	LG	-	1	0	0	0	0	0	0	0	0	0	0	0
26	김회권	LG	-	1	0	0	0	0	0	0	0	0	0	0	0
26	서건창	LG	0.000	1	1	1	0	0	0	0	0	0	0	0	0
1	가득염	SK	1.000	3	1	1	0	1	0	0	0	1	0	0	0
2	최정	SK	0.328	114	476	406	77	133	24	1	12	195	61	10	2
3	박재홍	SK	0.318	112	471	396	66	126	26	2	19	213	72	0	3
4	이재원	SK	0.315	82	171	146	14	46	13	1	3	70	25	0	3
5	이진영	SK	0.315	95	363	324	53	102	20	0	8	146	53	2	3
6	정근우	SK	0.314	124	550	491	73	154	20	4	8	206	58	6	4
7	김재현	SK	0.310	108	364	297	46	92	17	3	10	145	60	0	4
8	조동화	SK	0.279	103	337	283	43	79	4	4	1	94	26	15	3
9	박재상	SK	0.274	94	363	314	46	86	18	1	1	109	34	7	1
10	박경완	SK	0.273	101	370	304	44	83	17	0	7	121	36	7	5
11	김강민	SK	0.271	106	295	258	38	70	16	3	3	101	32	5	0
12	김동건	SK	0.269	14	27	26	2	7	0	0	1	10	3	1	0
13	박정권	SK	0.260	56	138	127	15	33	4	1	3	48	20	0	0
14	이명기	SK	0.250	6	13	12	2	3	0	0	0	3	2	0	0
15	나주환	SK	0.247	118	413	361	43	89	16	3	3	120	46	13	7
16	박정환	SK	0.240	25	60	50	3	12	4	0	1	19	6	1	0
17	정상호	SK	0.234	81	190	171	21	40	8	0	6	66	23	3	2
18	모창민	SK	0.223	91	147	130	30	29	5	0	1	37	20	4	1
19	김성현	SK	0.200	6	5	5	0	1	0	0	0	1	0	0	0
19	이호준	SK	0.200	8	26	25	1	5	2	0	0	7	2	0	0
19	정경배	SK	0.200	33	89	80	7	16	1	0	1	20	6	1	0
22	권영진	SK	0.171	31	36	35	1	6	0	0	1	9	3	0	0
23	윤상균	SK	0.167	7	6	6	0	1	0	0	0	1	1	0	0
24	박연수	SK	0.125	5	8	8	1	1	0	0	0	1	0	0	0
25	김연훈	SK	0.111	19	38	36	4	4	0	0	0	4	0	1	0
26	김원형	SK	0.000	3	2	2	0	0	0	0	0	0	0	0	0
26	김재구	SK	0.000	5	8	8	0	0	0	0	0	0	0	0	0
26	김재현	SK	0.000	2	3	2	0	0	0	0	0	0	0	1	0
26	얀	SK	-	2	0	0	0	0	0	0	0	0	0	0	0
26	오현근	SK	0.000	5	2	2	0	0	0	0	0	0	0	0	0
