순위	선수명	팀명	AVG	G	PA	AB	R	H	2B	3B	HR	TB	RBI	SAC	SF
1	홍성흔	두산	0.287	119	424	390	36	112	16	0	10	158	56	2	2
2	안경현	두산	0.284	125	499	423	45	120	21	0	15	186	70	5	5
3	이종욱	두산	0.284	120	448	388	76	110	14	6	1	139	32	11	1
4	김진수	두산	0.278	17	21	18	2	5	1	0	0	6	3	1	0
5	고영민	두산	0.270	116	359	315	38	85	15	5	2	116	29	7	1
6	손시헌	두산	0.267	126	462	404	29	108	16	4	2	138	34	11	2
7	정원석	두산	0.264	67	122	106	15	28	1	1	1	34	5	2	0
8	임재철	두산	0.258	99	316	279	37	72	7	4	0	87	20	7	1
9	장원진	두산	0.253	98	214	198	8	50	8	0	2	64	19	3	4
10	최준석	두산	0.251	109	355	315	28	79	11	0	11	123	47	2	1
11	강인권	두산	0.250	6	17	16	1	4	0	0	0	4	0	1	0
11	김동주	두산	0.250	43	164	140	19	35	7	0	4	54	16	0	0
13	강동우	두산	0.249	118	456	393	36	98	12	2	2	120	34	9	4
14	나주환	두산	0.232	114	271	233	20	54	8	2	3	75	30	10	4
15	송수	두산	0.222	9	10	9	0	2	0	0	0	2	0	0	0
16	용덕한	두산	0.214	58	94	84	9	18	3	0	2	27	6	4	1
17	문희성	두산	0.197	34	86	76	5	15	3	0	1	21	4	1	0
18	민병헌	두산	0.197	80	64	61	20	12	0	1	0	14	4	0	1
19	전상렬	두산	0.188	98	167	154	24	29	2	3	0	37	11	3	0
20	윤승균	두산	0.182	4	12	11	0	2	0	0	0	2	0	0	0
21	윤석민	두산	0.178	27	48	45	3	8	4	0	0	12	3	0	0
22	김주호	두산	0.167	13	12	12	0	2	0	0	0	2	1	0	0
23	금민철	두산	-	2	0	0	0	0	0	0	0	0	0	0	0
23	김덕윤	두산	-	1	0	0	0	0	0	0	0	0	0	0	0
23	김명제	두산	-	5	0	0	0	0	0	0	0	0	0	0	0
23	김상현	두산	-	2	0	0	0	0	0	0	0	0	0	0	0
23	김성배	두산	-	3	0	0	0	0	0	0	0	0	0	0	0
23	김승회	두산	-	8	0	0	0	0	0	0	0	0	0	0	0
23	김현수	두산	0.000	1	1	1	0	0	0	0	0	0	0	0	0
23	랜들	두산	-	1	0	0	0	0	0	0	0	0	0	0	0
1	이대호	롯데	0.336	122	499	443	71	149	26	0	26	253	88	0	1
2	손용석	롯데	0.333	4	3	3	1	1	0	0	0	1	1	0	0
3	김문호	롯데	0.300	8	12	10	0	3	0	0	0	3	0	0	0
4	김승관	롯데	0.286	50	86	70	10	20	5	0	1	28	8	1	1
5	정수근	롯데	0.285	83	333	295	44	84	14	1	2	106	21	10	1
6	호세	롯데	0.277	122	504	415	59	115	21	0	22	202	78	0	3
7	황성용	롯데	0.253	77	278	237	35	60	9	0	0	69	12	8	0
8	박기혁	롯데	0.252	117	371	310	26	78	14	0	0	92	25	25	0
9	강민호	롯데	0.251	126	460	410	40	103	20	0	9	150	53	14	2
10	박연수	롯데	0.250	42	64	56	8	14	0	0	2	20	9	0	0
11	정보명	롯데	0.247	66	176	162	15	40	4	0	2	50	18	7	0
12	존갈	롯데	0.243	43	124	107	10	26	6	0	0	32	10	1	1
13	박현승	롯데	0.242	104	350	298	31	72	9	0	3	90	26	14	1
14	박남섭	롯데	0.241	67	63	58	5	14	1	0	0	15	3	4	0
15	마이로우	롯데	0.231	70	269	208	42	48	9	1	12	95	30	1	2
15	이승준	롯데	0.231	19	41	39	2	9	3	0	0	12	1	2	0
17	이원석	롯데	0.226	123	321	287	26	65	8	0	1	76	27	12	4
18	손인호	롯데	0.216	80	195	167	18	36	2	0	3	47	15	6	2
19	최경환	롯데	0.209	86	215	196	14	41	6	0	2	53	11	5	0
20	박정준	롯데	0.194	34	105	98	5	19	5	0	0	24	4	1	0
21	이승화	롯데	0.188	89	126	112	12	21	5	0	2	32	12	4	1
22	이승재	롯데	0.176	38	36	34	2	6	2	0	0	8	2	0	1
23	신명철	롯데	0.175	73	185	166	14	29	6	1	0	37	9	10	1
24	추경식	롯데	0.100	13	12	10	2	1	1	0	0	2	0	1	0
25	가득염	롯데	-	1	0	0	0	0	0	0	0	0	0	0	0
25	김수화	롯데	-	1	0	0	0	0	0	0	0	0	0	0	0
25	나승현	롯데	-	2	0	0	0	0	0	0	0	0	0	0	0
25	노승욱	롯데	-	1	0	0	0	0	0	0	0	0	0	0	0
25	박지철	롯데	-	1	0	0	0	0	0	0	0	0	0	0	0
25	박진환	롯데	0.000	1	1	1	0	0	0	0	0	0	0	0	0
1	양준혁	삼성	0.303	126	533	413	63	125	31	1	13	197	81	1	7
2	진갑용	삼성	0.288	110	408	358	28	103	22	0	6	143	47	9	7
3	박한이	삼성	0.285	126	567	471	89	134	21	2	6	177	43	7	3
4	조영훈	삼성	0.283	88	204	180	15	51	11	1	2	70	26	5	2
5	박진만	삼성	0.283	115	452	382	54	108	22	1	11	165	65	2	5
6	조동찬	삼성	0.259	107	421	370	51	96	13	0	10	139	46	15	1
7	김한수	삼성	0.254	103	396	343	41	87	15	0	7	123	54	2	4
8	이태호	삼성	0.250	10	6	4	0	1	0	0	0	1	0	0	0
