순위	선수명	팀명	AVG	G	PA	AB	R	H	2B	3B	HR	TB	RBI	SAC	SF
1	김동수	히어로즈	0.368	29	70	57	14	21	6	0	2	33	13	2	1
2	이택근	히어로즈	0.311	123	538	456	84	142	26	0	15	213	66	1	4
3	이숭용	히어로즈	0.296	114	422	362	47	107	20	3	4	145	52	4	6
4	클락	히어로즈	0.290	125	559	486	85	141	24	4	24	245	90	0	2
5	송지만	히어로즈	0.289	115	439	374	69	108	15	3	22	195	67	1	4
6	강정호	히어로즈	0.286	133	538	476	73	136	33	2	23	242	81	8	5
7	황재균	히어로즈	0.284	133	608	536	86	152	27	5	18	243	63	6	8
8	권도영	히어로즈	0.283	38	63	53	3	15	3	0	0	18	5	2	0
9	김민우	히어로즈	0.264	78	151	125	15	33	5	0	3	47	10	6	1
10	김일경	히어로즈	0.257	107	309	265	44	68	14	1	2	90	20	13	1
11	강병식	히어로즈	0.250	54	94	76	9	19	4	0	2	29	14	1	1
12	강귀태	히어로즈	0.249	114	326	281	28	70	12	0	3	91	37	9	5
13	허준	히어로즈	0.246	40	79	69	5	17	3	1	0	22	10	2	2
14	브룸바	히어로즈	0.245	123	526	436	69	107	21	1	27	211	86	0	2
15	전준호	히어로즈	0.242	21	37	33	2	8	1	0	0	9	4	0	0
16	정수성	히어로즈	0.230	87	153	139	29	32	5	0	3	46	9	5	2
17	장기영	히어로즈	0.200	15	27	25	3	5	1	0	0	6	1	1	0
18	오재일	히어로즈	0.197	43	74	66	4	13	5	0	0	18	4	1	1
19	장영석	히어로즈	0.182	16	38	33	2	6	0	0	2	12	4	0	0
20	유선정	히어로즈	0.179	33	68	56	5	10	1	0	1	14	8	1	1
21	조재호	히어로즈	0.148	21	30	27	1	4	1	0	1	8	3	0	0
22	오윤	히어로즈	0.125	19	28	24	2	3	1	0	1	7	2	0	1
23	조중근	히어로즈	0.111	17	20	18	0	2	0	0	0	2	1	0	1
24	김지수	히어로즈	0.000	15	4	3	2	0	0	0	0	0	0	1	0
24	손승현	히어로즈	-	4	0	0	0	0	0	0	0	0	0	0	0
24	유재신	히어로즈	0.000	9	4	4	2	0	0	0	0	0	0	0	0
24	이보근	히어로즈	-	1	0	0	0	0	0	0	0	0	0	0	0
24	전동수	히어로즈	0.000	4	6	6	0	0	0	0	0	0	0	0	0
24	조용훈	히어로즈	-	1	0	0	0	0	0	0	0	0	0	0	0
24	황두성	히어로즈	-	1	0	0	0	0	0	0	0	0	0	0	0
1	김현수	두산	0.357	133	572	482	97	172	31	6	23	284	104	0	6
2	김동주	두산	0.353	105	426	354	63	125	28	0	19	210	86	0	3
3	최준석	두산	0.302	116	417	361	49	109	11	0	17	171	94	0	4
4	이원석	두산	0.298	125	414	376	49	112	20	4	9	167	53	0	5
5	손시헌	두산	0.289	121	476	412	56	119	22	3	11	180	59	7	3
6	임재철	두산	0.281	121	426	359	61	101	13	1	6	134	50	2	1
7	이종욱	두산	0.276	82	344	312	48	86	11	4	1	108	28	3	1
8	정수빈	두산	0.264	85	259	231	47	61	8	6	3	90	17	0	1
9	이대수	두산	0.262	38	66	61	5	16	4	1	0	22	7	1	0
10	김진수	두산	0.258	30	36	31	3	8	1	0	0	9	1	1	0
11	민병헌	두산	0.257	115	291	261	49	67	14	0	5	96	28	3	4
12	유재웅	두산	0.254	66	144	126	16	32	11	0	4	55	14	0	0
13	이성열	두산	0.246	31	79	69	7	17	3	0	2	26	5	0	0
14	용덕한	두산	0.246	79	212	195	17	48	8	1	1	61	14	1	2
15	김재호	두산	0.239	80	205	180	27	43	9	4	3	69	36	0	4
16	고영민	두산	0.235	85	331	281	59	66	11	3	6	101	29	1	3
17	오재원	두산	0.230	106	239	209	36	48	3	0	0	51	12	2	2
18	최승환	두산	0.210	84	245	214	28	45	6	0	8	75	26	5	1
19	박건우	두산	0.200	5	5	5	1	1	0	0	0	1	0	0	0
20	왓슨	두산	0.184	10	42	38	3	7	1	0	2	14	6	0	0
21	고창성	두산	-	4	0	0	0	0	0	0	0	0	0	0	0
21	금민철	두산	0.000	2	1	1	0	0	0	0	0	0	0	0	0
21	김명제	두산	-	2	0	0	0	0	0	0	0	0	0	0	0
21	김상현	두산	-	1	0	0	0	0	0	0	0	0	0	0	0
