순위	선수명	팀명	ERA	G	W	L	SV	HLD	WPCT	IP	H	HR	BB	HBP	SO	R	ER	WHIP
22	김대우	롯데	27.00	1	0	1	0	0	0.000	1 2/3	2	0	6	0	0	5	5	4.80
1	권오준	삼성	0.00	2	0	0	0	0	-	1 2/3	2	0	2	0	1	0	0	2.40
2	권혁	삼성	2.90	63	5	7	6	21	0.417	80 2/3	64	10	42	4	76	29	26	1.31
3	권오원	삼성	3.38	3	0	1	0	0	0.000	2 2/3	2	0	5	0	2	1	1	2.63
4	정현욱	삼성	3.42	62	8	5	6	16	0.615	79	77	8	36	2	66	33	30	1.43
5	나이트	삼성	3.56	11	6	2	0	0	0.750	60 2/3	52	5	28	2	51	26	24	1.32
6	윤성환	삼성	4.32	30	14	5	0	0	0.737	166 2/3	163	19	34	10	131	83	80	1.18
7	크루세타	삼성	4.36	30	9	10	0	0	0.474	157	134	11	109	6	127	90	76	1.55
8	오승환	삼성	4.83	35	2	2	19	0	0.500	31 2/3	28	7	17	0	51	17	17	1.42
9	박민규	삼성	4.95	9	0	2	0	0	0.000	20	19	2	16	0	8	12	11	1.75
10	안지만	삼성	5.12	17	2	4	0	1	0.333	51	54	5	18	1	32	31	29	1.41
11	박성훈	삼성	5.17	20	0	1	0	0	0.000	31 1/3	32	1	18	4	20	19	18	1.60
12	최원제	삼성	5.21	40	3	1	0	1	0.750	38	43	2	22	0	23	24	22	1.71
13	에르난데스	삼성	5.70	10	2	3	0	0	0.400	42 2/3	51	3	21	1	24	30	27	1.69
14	조현근	삼성	5.81	34	0	1	0	0	0.000	48	58	9	33	1	36	31	31	1.90
15	김상수	삼성	6.00	43	3	3	0	2	0.500	60	73	7	41	1	45	42	40	1.90
16	차우찬	삼성	6.09	42	6	9	0	1	0.400	109 1/3	129	17	76	6	97	80	74	1.88
17	이우선	삼성	6.11	16	2	0	0	0	1.000	45 2/3	58	10	28	5	33	32	31	1.88
18	배영수	삼성	7.26	23	1	12	0	0	0.077	75 2/3	106	18	22	7	40	73	61	1.69
19	백정현	삼성	7.36	20	1	0	0	0	1.000	18 1/3	24	3	16	4	17	15	15	2.18
20	조진호	삼성	8.10	4	0	1	0	1	0.000	10	14	1	6	0	6	9	9	2.00
21	정홍준	삼성	9.00	1	0	0	0	0	-	3	4	0	2	0	2	3	3	2.00
22	양지훈	삼성	10.80	7	0	0	0	0	-	5	7	1	4	0	2	6	6	2.20
23	곽동훈	삼성	16.20	2	0	0	0	0	-	5	10	2	5	0	0	10	9	3.00
1	윤기호	한화	0.00	1	0	0	0	0	-	1/3	0	0	1	0	1	0	0	3.00
2	토마스	한화	2.88	45	2	5	13	0	0.286	50	43	2	20	1	56	20	16	1.26
3	박정진	한화	3.48	17	0	0	0	2	-	10 1/3	10	1	8	0	7	5	4	1.74
4	허유강	한화	3.49	27	1	0	0	2	1.000	28 1/3	23	1	15	7	10	16	11	1.34
5	류현진	한화	3.57	28	13	12	0	0	0.520	189 1/3	180	19	67	2	188	80	75	1.30
6	구대성	한화	3.72	71	0	0	1	8	-	55 2/3	54	5	11	3	56	24	23	1.17
7	양훈	한화	4.38	67	3	6	1	11	0.333	90 1/3	97	5	48	3	71	52	44	1.61
8	황재규	한화	4.63	49	0	3	0	2	0.000	72	70	7	40	7	49	38	37	1.53
9	마정길	한화	4.97	54	0	0	1	7	-	50 2/3	61	6	23	7	39	31	28	1.66
10	안영명	한화	5.18	26	11	8	0	0	0.579	140 2/3	148	34	45	7	87	88	81	1.37
11	양승진	한화	6.00	3	0	0	0	0	-	3	4	0	3	2	1	2	2	2.33
12	유원상	한화	6.64	24	5	10	0	0	0.333	107	130	23	69	6	57	83	79	1.86
13	최상덕	한화	6.75	8	0	0	0	0	-	10 2/3	14	1	1	0	9	8	8	1.41
14	연지	한화	7.04	12	1	7	0	0	0.125	61 1/3	81	13	27	4	56	49	48	1.76
15	윤규진	한화	7.26	32	1	4	0	0	0.200	53 1/3	70	9	37	4	46	53	43	2.01
16	송진우	한화	7.36	14	1	0	0	2	1.000	7 1/3	7	2	7	0	6	7	6	1.91
17	김혁민	한화	7.87	33	8	14	0	0	0.364	116 2/3	160	24	64	17	85	107	102	1.92
18	박성호	한화	8.42	17	0	0	0	0	-	31	38	5	22	2	22	29	29	1.94
19	정종민	한화	9.26	20	0	5	0	0	0.000	34	43	4	28	5	24	37	35	2.09
20	정민철	한화	9.87	8	0	6	0	0	0.000	31	54	7	18	0	21	36	34	2.32
21	김주	한화	10.13	3	0	0	0	0	-	2 2/3	5	1	1	0	1	3	3	2.25
22	최영필	한화	10.18	13	0	2	0	0	0.000	20 1/3	31	4	11	0	11	23	23	2.07
23	김백만	한화	15.00	4	0	2	0	0	0.000	6	9	1	2	0	4	10	10	1.83
24	김회권	한화	18.00	1	0	0	0	0	-	2	3	2	1	0	1	4	4	2.00
1	전태현	KIA	0.00	3	0	0	0	0	-	4	4	0	1	0	4	0	0	1.25
2	유동훈	KIA	0.53	57	6	2	22	10	0.750	67 1/3	37	2	13	7	38	6	4	0.74
3	손영민	KIA	2.97	63	5	2	1	12	0.714	94	71	5	20	10	65	36	31	0.97
4	로페즈	KIA	3.12	29	14	5	0	0	0.737	190 1/3	200	6	41	10	129	83	66	1.27
5	양현종	KIA	3.15	29	12	5	0	1	0.706	148 2/3	133	14	58	2	139	55	52	1.28
6	구톰슨	KIA	3.24	26	13	4	0	0	0.765	161 1/3	149	15	46	8	95	61	58	1.21
7	윤석민	KIA	3.46	27	9	4	7	0	0.692	119 2/3	110	9	44	8	117	52	46	1.29
8	고우석	KIA	3.75	8	0	0	1	0	-	12	14	2	9	3	12	5	5	1.92
9	곽정철	KIA	4.05	41	5	4	2	7	0.556	95 2/3	90	6	47	6	70	50	43	1.43
10	한기주	KIA	4.24	26	4	5	4	0	0.444	34	39	6	15	1	30	20	16	1.59
11	오준형	KIA	5.40	20	1	0	0	0	1.000	30	37	4	10	3	18	20	18	1.57
12	박경태	KIA	5.45	36	1	2	0	2	0.333	34 2/3	37	7	21	1	32	24	21	1.67
13	서재응	KIA	6.13	21	5	4	0	0	0.556	79 1/3	101	12	30	8	53	56	54	1.65
14	이대진	KIA	6.33	10	3	5	0	0	0.375	42 2/3	45	6	22	5	25	31	30	1.57
15	임준혁	KIA	6.75	29	2	1	1	1	0.667	38 2/3	49	3	27	2	32	32	29	1.97
16	이범석	KIA	7.27	4	0	1	0	0	0.000	8 2/3	11	2	6	0	4	8	7	1.96
17	정성철	KIA	7.94	11	0	1	0	0	0.000	11 1/3	13	3	11	3	7	10	10	2.12
18	김영수	KIA	8.31	21	0	1	0	3	0.000	8 2/3	11	3	3	3	10	8	8	1.62
19	박정규	KIA	9.00	5	0	0	0	0	-	2	4	0	1	0	2	2	2	2.50
20	진민호	KIA	10.38	7	1	2	0	0	0.333	8 2/3	11	1	8	2	7	10	10	2.19
21	정용운	KIA	10.80	4	0	0	0	0	-	3 1/3	4	0	5	0	1	4	4	2.70
22	조태수	KIA	18.00	3	0	0	0	0	-	4	8	2	3	1	3	8	8	2.75
1	김수형	LG	0.00	1	0	0	0	0	-	2/3	1	0	0	0	0	0	0	1.50
1	최동수	LG	0.00	1	0	0	0	0	-	1/3	0	0	0	0	0	0	0	0.00
3	류택현	LG	2.96	73	4	1	1	12	0.800	48 2/3	38	2	14	3	33	16	16	1.07
4	오상민	LG	3.00	63	3	2	1	6	0.600	48	49	4	14	2	44	18	16	1.31
5	봉중근	LG	3.29	26	11	12	0	0	0.478	172 1/3	160	13	57	14	127	70	63	1.26
6	이재영	LG	4.13	47	5	3	11	1	0.625	56 2/3	61	6	29	3	47	30	26	1.59
7	경헌호	LG	4.76	28	2	1	1	1	0.667	34	41	6	12	3	25	20	18	1.56
8	노진용	LG	5.13	16	0	1	1	0	0.000	26 1/3	34	3	15	5	10	15	15	1.86
9	이동현	LG	5.23	34	1	0	0	1	1.000	41 1/3	39	7	28	0	30	24	24	1.62
10	존슨	LG	5.28	5	1	2	0	0	0.333	29	34	2	15	3	26	20	17	1.69
11	심수창	LG	5.31	21	6	12	0	0	0.333	122	143	21	57	7	57	74	72	1.64
12	최원호	LG	5.63	10	3	2	0	0	0.600	48	52	7	23	4	28	31	30	1.56
13	우규민	LG	5.70	30	0	3	7	0	0.000	36 1/3	46	3	16	6	22	28	23	1.71
14	정찬헌	LG	5.78	55	6	5	2	10	0.545	76 1/3	81	12	35	5	56	49	49	1.52
15	박명환	LG	6.19	4	0	1	0	0	0.000	16	14	2	9	0	6	12	11	1.44
16	이범준	LG	6.19	12	2	3	0	0	0.400	36 1/3	46	6	29	4	37	27	25	2.06
17	한희	LG	6.35	26	1	4	0	0	0.200	66 2/3	74	11	36	10	45	48	47	1.65
18	정재복	LG	6.69	21	2	5	0	0	0.286	79 1/3	93	19	43	3	53	69	59	1.71
19	김광수	LG	6.71	34	4	7	0	1	0.364	114	150	19	49	6	67	96	85	1.75
20	최동환	LG	7.07	38	1	1	1	3	0.500	35 2/3	45	6	29	5	13	31	28	2.07
21	김경태	LG	7.53	20	0	0	0	2	-	14 1/3	24	3	12	3	8	13	12	2.51
22	최성민	LG	7.56	7	0	1	0	0	0.000	8 1/3	10	0	10	1	5	8	7	2.40
23	바우어	LG	7.90	7	2	2	0	0	0.500	27 1/3	31	5	18	2	15	24	24	1.79
24	김민기	LG	8.31	3	0	0	0	0	-	4 1/3	7	3	2	0	1	4	4	2.08
24	이승우	LG	8.31	5	0	3	0	0	0.000	13	13	0	15	1	9	12	12	2.15
26	배우열	LG	9.00	4	0	0	0	1	-	4	5	1	2	0	3	4	4	1.75
27	서승화	LG	10.45	4	0	2	0	0	0.000	10 1/3	14	2	10	1	7	12	12	2.32
28	박지철	LG	13.50	3	0	2	0	0	0.000	5 1/3	11	2	6	0	3	8	8	3.19
1	김선규	SK	0.00	1	0	0	0	0	-	1/3	0	0	0	0	0	0	0	0.00
1	윤희상	SK	-	1	0	0	0	0	-	0	0	0	1	0	0	0	0	-
1	제춘모	SK	-	2	0	0	0	0	-	0	1	0	1	0	0	1	1	-
1	최정	SK	-	1	0	1	0	0	0.000	0	1	0	1	0	0	1	0	-
5	정대현	SK	1.20	56	2	3	10	13	0.400	52 2/3	40	1	17	4	43	11	7	1.08
6	임성헌	SK	1.42	16	1	1	0	0	0.500	19	15	1	10	0	14	4	3	1.32
7	글로버	SK	1.96	20	9	3	1	0	0.750	105 2/3	87	6	26	2	90	32	23	1.07
8	김광현	SK	2.80	21	12	2	0	0	0.857	138 1/3	121	14	53	4	112	46	43	1.26
9	전병두	SK	3.11	49	8	4	8	1	0.667	133 1/3	114	13	48	2	136	50	46	1.22
10	송은범	SK	3.13	31	12	3	0	0	0.800	149 1/3	155	17	49	5	103	59	52	1.37
11	정우람	SK	3.38	62	1	1	1	2	0.500	56	56	5	29	3	46	23	21	1.52
12	조웅천	SK	4.15	5	0	0	0	1	-	4 1/3	3	0	1	0	5	2	2	0.92
13	고효준	SK	4.33	39	11	10	2	1	0.524	126 2/3	98	12	81	14	152	69	61	1.41
14	윤길현	SK	4.40	51	6	0	3	4	1.000	47	37	4	17	1	39	24	23	1.15
15	이승호	SK	4.42	68	7	5	6	7	0.583	106	105	13	56	5	96	54	52	1.52
16	김원형	SK	4.59	25	0	4	0	1	0.000	33 1/3	36	3	18	1	17	17	17	1.62
17	채병용	SK	4.70	28	3	3	2	3	0.500	61 1/3	66	11	25	2	53	32	32	1.48
18	카도쿠라	SK	5.00	28	8	4	0	1	0.667	126	141	19	53	7	98	78	70	1.54
19	여건욱	SK	5.40	2	0	0	0	0	-	1 2/3	1	1	2	0	0	1	1	1.80
20	박현준	SK	5.82	14	0	1	0	0	0.000	17	21	1	10	2	7	14	11	1.82
21	가득염	SK	6.75	13	0	0	0	0	-	8	7	2	5	0	3	6	6	1.50
22	이승호	SK	7.36	4	0	0	0	0	-	3 2/3	5	1	0	0	1	3	3	1.36
22	지훈	SK	7.36	1	0	0	0	0	-	3 2/3	6	0	0	0	0	3	3	1.64
24	이한진	SK	7.71	3	0	0	0	0	-	4 2/3	5	1	2	0	2	5	4	1.50
25	엄정욱	SK	10.29	6	0	0	0	0	-	7	10	4	5	0	8	8	8	2.14
26	존슨	SK	13.50	2	0	0	0	0	-	1 1/3	3	0	3	1	2	2	2	4.50
