순위	선수명	팀명	ERA	G	W	L	SV	HLD	WPCT	IP	H	HR	BB	HBP	SO	R	ER	WHIP
5	배영수	삼성	2.92	32	8	9	0	4	0.471	157 1/3	142	13	38	9	133	56	51	1.14
6	정홍준	삼성	2.92	24	2	1	0	0	0.667	52 1/3	44	2	30	4	40	17	17	1.41
7	하리칼라	삼성	3.33	23	12	7	0	0	0.632	135 1/3	131	14	26	6	70	60	50	1.16
8	차우찬	삼성	3.86	9	0	0	0	0	-	7	10	0	4	1	9	4	3	2.00
9	전병호	삼성	3.90	35	10	8	0	2	0.556	134	146	10	47	5	65	69	58	1.44
10	임동규	삼성	3.91	34	8	7	0	3	0.533	138	136	20	41	8	59	69	60	1.28
11	김효남	삼성	4.35	21	1	0	0	0	1.000	20 2/3	22	2	11	1	11	12	10	1.60
12	강유삼	삼성	4.50	1	0	0	0	0	-	4	10	1	0	0	1	5	2	2.50
12	권혁	삼성	4.50	12	0	0	0	2	-	8	8	1	6	0	6	4	4	1.75
12	임창용	삼성	4.50	1	1	0	0	0	1.000	2	3	0	1	0	0	1	1	2.00
15	오상민	삼성	4.55	49	1	2	0	16	0.333	31 2/3	30	4	8	4	23	18	16	1.20
16	강영식	삼성	4.65	30	1	0	0	1	1.000	31	21	1	23	3	35	19	16	1.42
17	박석진	삼성	4.84	26	3	1	0	2	0.750	22 1/3	37	2	4	3	11	13	12	1.84
18	채형직	삼성	4.99	26	1	1	0	1	0.500	30 2/3	32	4	19	0	19	17	17	1.66
19	조현근	삼성	6.75	5	0	0	0	0	-	2 2/3	10	0	0	0	0	4	2	3.75
20	김기태	삼성	8.10	3	0	0	0	0	-	3 1/3	2	0	3	1	2	3	3	1.50
21	안지만	삼성	9.00	7	0	1	0	2	0.000	6	10	1	5	1	4	10	6	2.50
1	구대성	한화	1.82	59	3	4	37	1	0.429	69 1/3	56	4	18	5	76	17	14	1.07
2	류현진	한화	2.23	30	18	6	1	0	0.750	201 2/3	159	11	52	2	204	57	50	1.05
3	지연규	한화	2.25	7	1	1	0	1	0.500	8	6	1	3	0	3	2	2	1.13
4	서민욱	한화	3.03	22	0	1	1	1	0.000	29 2/3	25	2	10	1	18	10	10	1.18
5	문동환	한화	3.05	31	16	9	1	0	0.640	189	186	10	67	11	85	78	64	1.34
6	최영필	한화	3.05	30	2	3	0	11	0.400	38 1/3	34	4	14	3	34	13	13	1.25
7	차명주	한화	3.27	51	3	0	0	4	1.000	22	20	1	5	2	11	11	8	1.14
8	안영명	한화	3.29	32	3	4	0	5	0.429	76 2/3	71	9	31	4	48	30	28	1.33
9	송진우	한화	3.60	26	8	8	0	0	0.500	147 1/3	147	10	47	9	94	64	59	1.32
10	양훈	한화	3.92	21	2	1	0	3	0.667	41 1/3	44	4	20	2	27	19	18	1.55
11	정민철	한화	3.93	25	7	13	0	0	0.350	130 2/3	142	18	42	5	62	68	57	1.41
12	신주영	한화	4.40	8	1	1	0	0	0.500	14 1/3	17	1	8	1	6	8	7	1.74
13	김해님	한화	4.58	36	1	3	0	4	0.250	55	67	5	14	2	23	32	28	1.47
14	김백만	한화	5.04	16	1	2	0	2	0.333	25	26	3	6	0	15	17	14	1.28
15	권준헌	한화	5.10	37	1	1	1	12	0.500	42 1/3	41	5	12	0	32	24	24	1.25
16	송창식	한화	5.29	21	0	0	0	1	-	17	13	2	11	1	11	10	10	1.41
17	조성민	한화	6.75	7	0	0	0	0	-	6 2/3	12	1	6	0	4	6	5	2.70
18	임재청	한화	8.31	8	0	0	0	2	-	4 1/3	6	2	2	1	5	4	4	1.85
19	오봉옥	한화	10.80	2	0	0	0	0	-	1 2/3	4	1	1	0	2	2	2	3.00
20	박정근	한화	27.00	2	0	0	0	0	-	1	1	0	4	0	0	3	3	5.00
1	노병오	현대	0.00	1	0	0	0	0	-	1	0	0	0	0	0	0	0	0.00
1	임선동	현대	0.00	1	0	0	0	0	-	1	1	0	0	0	0	0	0	1.00
3	박준수	현대	1.82	61	5	5	38	0	0.500	69 1/3	48	2	11	4	65	14	14	0.85
4	신철인	현대	2.22	65	2	3	1	17	0.400	77	56	4	30	8	85	25	19	1.12
5	장원삼	현대	2.85	29	12	10	0	0	0.545	183 1/3	146	19	63	5	142	60	58	1.14
6	캘러웨이	현대	2.87	27	14	7	0	0	0.667	166 1/3	171	4	35	8	95	61	53	1.24
7	전준호	현대	3.39	30	14	4	1	0	0.778	143 1/3	141	7	60	12	82	56	54	1.40
8	이보근	현대	3.62	22	0	2	1	0	0.000	37 1/3	35	1	17	1	25	15	15	1.39
9	김수경	현대	3.78	17	4	7	0	0	0.364	85 2/3	96	5	36	4	64	41	36	1.54
10	이현승	현대	3.79	70	2	0	0	19	1.000	40 1/3	44	3	14	2	43	18	17	1.44
11	황두성	현대	3.91	47	4	4	0	5	0.500	71 1/3	55	7	40	4	76	35	31	1.33
12	손승락	현대	4.17	24	6	5	0	2	0.545	95	112	5	21	6	48	49	44	1.40
13	정민태	현대	4.50	1	0	0	0	0	-	2	2	1	1	0	1	1	1	1.50
14	송신영	현대	4.53	43	6	5	0	1	0.545	95 1/3	95	8	31	12	60	52	48	1.32
15	오재영	현대	4.61	4	1	1	0	0	0.500	13 2/3	9	0	10	1	5	7	7	1.39
16	노환수	현대	4.91	14	0	0	0	0	-	7 1/3	8	1	7	2	2	4	4	2.05
17	김민범	현대	6.48	23	0	0	0	1	-	8 1/3	11	0	6	0	7	8	6	2.04
18	김성태	현대	6.75	3	0	0	0	0	-	4	5	1	2	0	5	4	3	1.75
19	이동학	현대	9.72	7	0	2	0	0	0.000	8 1/3	10	0	6	2	9	10	9	1.92
20	장태종	현대	13.50	3	0	0	0	0	-	4 2/3	8	1	4	0	2	7	7	2.57
1	손영민	KIA	0.00	2	0	0	0	0	-	2	1	0	3	1	1	0	0	2.00
1	윤형진	KIA	0.00	3	0	0	0	0	-	3	1	0	0	1	1	0	0	0.33
3	신용운	KIA	0.72	18	4	0	0	2	1.000	37 2/3	25	1	7	1	17	4	3	0.85
4	정원	KIA	1.88	30	3	1	0	4	0.750	38 1/3	30	1	15	1	24	9	8	1.17
5	윤석민	KIA	2.28	63	5	6	19	9	0.455	94 2/3	81	5	27	4	75	26	24	1.14
6	김진우	KIA	2.69	20	10	4	0	0	0.714	117	94	3	51	12	65	38	35	1.24
7	강철민	KIA	2.76	10	3	2	0	0	0.600	58 2/3	54	5	36	1	32	19	18	1.53
8	그레이싱어	KIA	3.02	29	14	12	0	0	0.538	188	151	10	47	12	164	65	63	1.05
9	한기주	KIA	3.26	44	10	11	1	8	0.476	140 2/3	117	8	52	12	78	57	51	1.20
10	박정태	KIA	3.57	33	1	0	0	4	1.000	40 1/3	35	2	24	4	29	18	16	1.46
11	이상화	KIA	3.87	45	5	6	0	0	0.455	121	119	15	43	11	50	60	52	1.34
12	차정민	KIA	4.24	15	0	0	0	1	-	17	19	4	6	3	16	8	8	1.47
13	전병두	KIA	4.35	44	5	8	0	1	0.385	101 1/3	89	8	55	5	94	51	49	1.42
14	장문석	KIA	4.36	29	1	3	15	0	0.250	53 2/3	51	4	26	3	36	26	26	1.43
15	김건한	KIA	4.50	11	0	1	0	0	0.000	18	23	1	10	0	7	12	9	1.83
16	이동현	KIA	4.62	23	2	4	0	0	0.333	48 2/3	49	4	26	4	34	28	25	1.54
17	조태수	KIA	5.10	19	1	1	0	0	0.500	30	37	0	9	2	8	17	17	1.53
18	진민호	KIA	11.57	4	0	0	0	0	-	4 2/3	12	0	2	0	1	6	6	3.00
19	임준혁	KIA	16.88	4	0	0	0	0	-	2 2/3	7	1	2	1	2	5	5	3.38
20	이대진	KIA	18.00	1	0	0	0	0	-	1	3	1	1	0	1	2	2	4.00
1	김기표	LG	0.00	3	0	0	1	1	-	4 1/3	3	0	3	0	3	1	0	1.38
1	여승현	LG	0.00	2	0	0	0	0	-	2	1	0	2	0	1	0	0	1.50
3	우규민	LG	1.55	62	3	4	17	7	0.429	75 2/3	62	2	20	9	30	16	13	1.08
4	박만채	LG	2.70	3	0	0	0	0	-	3 1/3	3	0	2	0	1	1	1	1.50
5	민경수	LG	2.76	33	0	1	0	4	0.000	16 1/3	14	1	12	1	14	6	5	1.59
6	카라이어	LG	3.25	32	2	6	2	11	0.250	52 2/3	45	3	11	4	48	21	19	1.06
7	경헌호	LG	3.46	34	2	3	2	5	0.400	52	48	3	16	1	28	23	20	1.23
8	정재복	LG	3.59	29	7	10	0	0	0.412	143	126	9	49	3	63	64	57	1.22
9	김민기	LG	3.65	55	2	4	6	6	0.333	61 2/3	65	4	25	5	43	26	25	1.46
9	장준관	LG	3.65	11	1	0	0	0	1.000	12 1/3	19	0	6	1	3	7	5	2.03
11	진필중	LG	3.95	25	0	3	0	2	0.000	43 1/3	54	3	15	0	18	21	19	1.59
12	김광삼	LG	4.08	6	0	2	0	0	0.000	17 2/3	19	0	14	2	10	10	8	1.87
13	최원호	LG	4.29	15	3	5	0	0	0.375	84	88	4	35	5	48	41	40	1.46
14	김재현	LG	4.38	57	1	2	0	9	0.333	37	29	1	22	2	27	20	18	1.38
14	심수창	LG	4.38	29	10	9	0	0	0.526	135 2/3	147	17	52	8	56	73	66	1.47
16	이승호	LG	4.46	21	8	7	0	1	0.533	103	114	13	35	2	86	56	51	1.45
17	신재웅	LG	4.61	22	1	2	0	1	0.333	52 2/3	51	5	17	1	30	30	27	1.29
18	김회권	LG	4.73	5	0	3	0	0	0.000	13 1/3	15	0	6	1	7	7	7	1.58
19	베로커	LG	4.75	11	3	4	0	1	0.429	53	55	3	30	5	31	28	28	1.60
20	최상덕	LG	4.80	9	2	5	0	0	0.286	45	52	7	11	3	23	28	24	1.40
21	텔레마코	LG	5.04	7	1	3	0	0	0.250	25	25	4	12	1	11	18	14	1.48
22	류택현	LG	5.19	16	0	1	1	4	0.000	8 2/3	11	0	4	0	8	5	5	1.73
23	신윤호	LG	6.35	14	0	0	0	0	-	22 2/3	27	1	7	1	13	17	16	1.50
24	장진용	LG	7.47	6	0	0	0	0	-	15 2/3	19	1	9	0	5	15	13	1.79
25	강상수	LG	7.98	16	1	0	0	1	1.000	14 2/3	23	2	6	1	11	13	13	1.98
26	윤동건	LG	9.00	2	0	0	0	0	-	2	3	0	4	0	1	2	2	3.50
27	신창호	LG	10.38	2	0	0	0	0	-	4 1/3	6	3	2	0	1	5	5	1.85
28	서승화	LG	19.64	5	0	1	0	0	0.000	3 2/3	6	1	7	2	1	8	8	3.55
29	송현우	LG	20.25	3	0	0	0	0	-	5 1/3	14	0	5	2	4	12	12	3.56
1	김종민	SK	0.00	1	0	0	0	0	-	1/3	1	0	0	0	0	0	0	3.00
1	김태환	SK	0.00	3	0	0	0	0	-	2 1/3	2	0	0	0	0	0	0	0.86
3	카브레라	SK	1.63	28	1	3	16	0	0.250	27 2/3	20	0	15	1	23	6	5	1.27
4	정대현	SK	1.94	59	8	4	15	11	0.667	74 1/3	55	3	23	3	52	19	16	1.05
5	김성훈	SK	2.84	2	0	1	0	0	0.000	6 1/3	3	1	3	0	4	2	2	0.95
5	이한진	SK	2.84	13	0	0	0	0	-	19	22	2	4	0	9	9	6	1.37
7	채병용	SK	3.07	27	7	8	0	0	0.467	152 2/3	136	10	55	9	97	60	52	1.25
8	이영욱	SK	3.11	55	6	5	0	3	0.545	92 2/3	87	5	28	6	52	36	32	1.24
9	신승현	SK	3.44	24	8	6	0	0	0.571	107 1/3	107	9	32	13	53	52	41	1.30
10	조영민	SK	3.60	21	0	0	0	1	-	20	13	0	16	2	9	8	8	1.45
11	윤길현	SK	3.90	32	5	9	1	2	0.357	140 2/3	126	13	54	7	91	66	61	1.28
12	김원형	SK	4.07	24	5	9	0	0	0.357	139 1/3	152	11	41	13	52	69	63	1.39
13	세라노	SK	4.12	13	2	3	0	0	0.400	63 1/3	50	5	26	7	58	31	29	1.20
14	정우람	SK	4.24	82	3	3	0	20	0.500	46 2/3	36	5	27	1	47	23	22	1.35
15	송은범	SK	4.55	25	4	3	0	0	0.571	61 1/3	69	5	33	7	34	37	31	1.66
16	조웅천	SK	4.69	51	6	2	1	11	0.750	63 1/3	81	10	10	1	46	38	33	1.44
17	위재영	SK	4.91	29	3	5	0	3	0.375	36 2/3	39	1	15	1	25	23	20	1.47
18	김경태	SK	5.03	32	1	1	0	0	0.500	19 2/3	21	2	13	5	2	13	11	1.73
19	정병희	SK	5.19	8	0	0	0	0	-	8 2/3	8	1	2	2	7	5	5	1.15
20	조형식	SK	5.68	7	0	1	0	0	0.000	6 1/3	7	0	5	0	5	4	4	1.89
21	장찬	SK	6.48	7	1	0	0	0	1.000	8 1/3	7	1	5	2	9	6	6	1.44
22	박희수	SK	7.71	5	0	0	0	0	-	2 1/3	7	0	3	0	1	2	2	4.29
23	고효준	SK	9.39	14	0	2	0	0	0.000	23	20	1	33	3	22	24	24	2.30
24	엄정욱	SK	10.80	2	0	0	0	1	-	1 2/3	2	0	3	0	3	2	2	3.00
