순위	선수명	팀명	ERA	G	W	L	SV	HLD	WPCT	IP	H	HR	BB	HBP	SO	R	ER	WHIP
4	장민익	두산	3.12	4	0	0	0	0	-	8 2/3	11	1	3	0	6	3	3	1.62
5	김선우	두산	3.13	28	16	7	1	0	0.696	175 2/3	188	12	35	6	89	68	61	1.27
6	임태훈	두산	3.79	19	1	1	7	0	0.500	19	16	3	7	1	13	8	8	1.21
7	김강률	두산	3.91	19	0	0	1	3	-	25 1/3	30	2	13	1	20	11	11	1.70
8	김상현	두산	3.96	33	3	2	1	1	0.600	63 2/3	71	5	20	3	41	30	28	1.43
9	이용찬	두산	4.19	28	6	10	0	0	0.375	129	136	7	60	8	99	67	60	1.52
10	고창성	두산	4.44	51	1	4	0	14	0.200	50 2/3	50	4	24	7	40	27	25	1.46
11	서동환	두산	4.50	11	1	2	0	0	0.333	22	25	2	11	4	13	11	11	1.64
12	김승회	두산	4.68	24	3	3	0	0	0.500	65 1/3	61	7	33	6	53	39	34	1.44
13	이현승	두산	4.82	50	3	5	4	6	0.375	74 2/3	85	8	26	5	50	43	40	1.49
14	노경은	두산	5.17	44	5	2	3	3	0.714	62 2/3	71	3	36	2	53	39	36	1.71
15	양현	두산	5.40	3	0	1	0	0	0.000	5	8	1	3	0	2	3	3	2.20
16	김성배	두산	5.88	31	1	5	2	4	0.167	52	66	4	20	1	29	38	34	1.65
17	페르난도	두산	6.09	25	3	6	6	0	0.333	78 1/3	96	5	44	5	66	54	53	1.79
18	홍상삼	두산	6.33	6	0	1	0	0	0.000	21 1/3	26	6	10	2	5	16	15	1.69
19	이혜천	두산	6.35	32	1	4	1	4	0.200	34	31	2	17	4	30	27	24	1.41
20	김창훈	두산	6.39	27	0	2	0	2	0.000	12 2/3	11	2	10	2	11	9	9	1.66
21	안규영	두산	8.87	6	0	2	0	0	0.000	22 1/3	33	7	8	1	11	22	22	1.84
22	박정배	두산	9.00	4	0	0	0	0	-	4	6	1	1	1	0	4	4	1.75
23	최현진	두산	9.64	1	0	1	0	0	0.000	4 2/3	1	1	4	1	3	5	5	1.07
24	정대현	두산	10.13	5	0	0	0	0	-	2 2/3	4	0	2	1	2	3	3	2.25
24	조승수	두산	10.13	4	0	0	0	0	-	5 1/3	7	0	2	1	4	6	6	1.69
1	장원준	롯데	3.14	29	15	6	0	0	0.714	180 2/3	195	7	62	9	129	72	63	1.42
2	임경완	롯데	3.15	72	4	3	0	18	0.571	65 2/3	60	4	15	6	34	28	23	1.14
3	김사율	롯데	3.26	61	5	3	20	2	0.625	66 1/3	60	4	22	2	54	27	24	1.24
4	강영식	롯데	3.51	64	2	1	1	16	0.667	41	35	5	22	2	39	16	16	1.39
5	이명우	롯데	3.63	37	0	0	0	3	-	22 1/3	29	1	7	2	19	11	9	1.61
6	이정민	롯데	3.72	9	0	0	0	1	-	9 2/3	12	3	4	0	6	4	4	1.66
7	사도스키	롯데	3.91	25	11	8	0	0	0.579	140 1/3	130	15	52	6	79	64	61	1.30
8	송승준	롯데	4.18	30	13	10	0	0	0.565	172 1/3	181	17	59	7	126	84	80	1.39
9	고원준	롯데	4.19	36	9	7	2	0	0.563	152 2/3	163	15	59	6	85	77	71	1.45
10	코리	롯데	4.23	25	4	3	3	1	0.571	72 1/3	83	8	10	4	48	41	34	1.29
11	김일엽	롯데	4.71	23	1	0	0	1	1.000	28 2/3	31	3	11	3	21	15	15	1.47
12	허준혁	롯데	4.82	13	0	0	0	0	-	18 2/3	13	1	8	3	8	10	10	1.13
13	진명호	롯데	4.88	31	1	2	0	0	0.333	48	48	6	26	0	45	32	26	1.54
14	부첵	롯데	5.06	11	4	2	0	0	0.667	53 1/3	55	8	21	1	39	32	30	1.43
15	이재곤	롯데	6.35	39	3	5	1	2	0.375	56 2/3	74	9	25	5	16	52	40	1.75
16	김수완	롯데	6.69	24	0	3	0	1	0.000	35	46	2	17	1	29	29	26	1.80
17	배장호	롯데	8.31	8	0	1	0	0	0.000	8 2/3	15	1	2	1	4	8	8	1.96
18	김명성	롯데	9.39	4	0	1	0	0	0.000	7 2/3	14	3	2	0	3	8	8	2.09
19	이용훈	롯데	11.25	4	0	1	0	0	0.000	4	9	0	0	0	1	5	5	2.25
20	허준혁	롯데	12.00	7	0	0	0	0	-	3	3	1	6	0	2	4	4	3.00
1	김효남	삼성	0.00	6	0	0	0	0	-	4 1/3	4	0	1	0	4	0	0	1.15
1	명재철	삼성	0.00	2	0	0	0	0	-	1 2/3	1	0	3	0	0	0	0	2.40
1	이규대	삼성	0.00	2	0	0	0	0	-	3 1/3	3	0	1	0	0	0	0	1.20
1	이동걸	삼성	0.00	2	0	0	0	0	-	1 1/3	0	0	0	0	0	0	0	0.00
5	오승환	삼성	0.63	54	1	0	47	0	1.000	57	27	2	11	0	76	4	4	0.67
6	정인욱	삼성	2.25	31	6	2	0	0	0.750	80	56	9	32	4	60	22	20	1.10
7	정현욱	삼성	2.36	59	4	3	1	24	0.571	72 1/3	70	4	30	4	52	22	19	1.38
8	매티스	삼성	2.52	10	5	2	0	0	0.714	64 1/3	59	1	34	0	32	19	18	1.45
9	저마노	삼성	2.78	8	5	1	0	0	0.833	45 1/3	45	3	6	0	29	17	14	1.13
10	권오준	삼성	2.79	53	1	1	0	11	0.500	48 1/3	48	2	10	2	52	17	15	1.20
10	권혁	삼성	2.79	58	1	3	0	19	0.250	48 1/3	38	2	22	2	27	19	15	1.24
12	안지만	삼성	2.83	47	11	5	0	17	0.688	86	74	3	20	4	77	30	27	1.09
13	임현준	삼성	3.12	29	2	0	0	2	1.000	17 1/3	20	1	12	0	9	8	6	1.85
14	이우선	삼성	3.35	35	0	0	0	0	-	51	47	5	14	3	35	19	19	1.20
15	윤성환	삼성	3.54	24	14	5	0	0	0.737	137 1/3	151	8	30	3	83	62	54	1.32
16	차우찬	삼성	3.69	24	10	6	0	0	0.625	148 2/3	156	22	62	3	114	75	61	1.47
17	카도쿠라	삼성	4.07	16	5	6	0	0	0.455	86 1/3	92	9	31	5	62	55	39	1.42
18	장원삼	삼성	4.15	25	8	8	0	0	0.500	115	139	13	37	0	68	58	53	1.53
19	임진우	삼성	4.40	11	0	0	0	0	-	14 1/3	17	1	4	2	10	7	7	1.47
20	배영수	삼성	5.42	25	6	8	0	1	0.429	103	127	5	27	6	47	67	62	1.50
21	박민규	삼성	8.10	7	0	0	0	0	-	6 2/3	9	1	6	0	3	6	6	2.25
22	문수호	삼성	9.00	2	0	0	0	0	-	3	5	0	2	0	1	3	3	2.33
23	곽동훈	삼성	20.25	2	0	0	0	0	-	1 1/3	3	1	0	0	0	3	3	2.25
1	김경태	한화	0.00	1	0	0	0	0	-	1	0	0	0	0	3	0	0	0.00
2	바티스타	한화	2.02	27	3	0	10	0	1.000	35 2/3	19	1	22	1	61	8	8	1.15
3	안영진	한화	3.18	5	0	0	0	0	-	5 2/3	5	1	2	1	1	2	2	1.24
4	박정진	한화	3.24	64	7	6	7	16	0.538	86	70	6	28	1	92	33	31	1.14
5	류현진	한화	3.36	24	11	7	0	0	0.611	126	101	12	38	1	128	54	47	1.10
6	윤근영	한화	3.86	23	0	0	0	1	-	25 2/3	26	1	16	1	25	11	11	1.64
7	안영명	한화	4.15	3	0	0	0	0	-	4 1/3	7	2	2	0	4	6	2	2.08
8	양훈	한화	4.28	27	6	10	0	0	0.375	143	145	15	60	5	110	75	68	1.43
9	윤기호	한화	4.50	1	0	0	0	0	-	2	3	0	0	0	0	1	1	1.50
10	김광수	한화	4.78	37	2	3	6	3	0.400	37 2/3	53	3	24	2	24	20	20	2.04
11	김혁민	한화	4.97	26	5	13	1	0	0.278	128 2/3	132	18	56	2	109	78	71	1.46
12	데폴라	한화	5.48	17	1	3	0	0	0.250	44 1/3	51	3	24	5	34	29	27	1.69
13	마일영	한화	5.81	51	2	5	0	8	0.286	69 2/3	75	4	49	3	32	46	45	1.78
14	오넬리	한화	5.83	27	4	1	6	1	0.800	29 1/3	29	4	12	2	24	19	19	1.40
15	안승민	한화	5.89	29	7	9	0	0	0.438	139	177	22	30	8	90	101	91	1.49
16	장민제	한화	6.06	36	1	7	0	1	0.125	87 2/3	113	12	49	4	52	62	59	1.85
17	송창식	한화	6.34	34	4	3	0	0	0.571	61	75	11	23	7	52	43	43	1.61
18	신주영	한화	6.43	42	4	2	2	1	0.667	35	50	1	12	1	22	27	25	1.77
19	유창식	한화	6.69	26	1	3	0	1	0.250	39	47	2	25	0	27	39	29	1.85
20	정재원	한화	8.00	24	1	0	0	3	1.000	27	28	0	23	8	15	26	24	1.89
21	정민혁	한화	8.38	12	0	0	0	0	-	9 2/3	20	3	2	0	3	11	9	2.28
22	윤규진	한화	8.53	17	1	1	0	0	0.500	19	30	2	21	3	20	18	18	2.68
23	최진호	한화	10.13	4	0	0	0	0	-	2 2/3	4	0	3	1	3	3	3	2.63
1	고우석	KIA	0.00	2	0	0	0	0	-	1 1/3	0	0	2	0	2	0	0	1.50
1	박정태	KIA	0.00	1	0	0	0	0	-	1	0	0	1	0	0	0	0	1.00
3	신용운	KIA	1.69	4	0	0	0	0	-	5 1/3	2	0	4	1	3	2	1	1.13
4	윤석민	KIA	2.45	27	17	5	1	0	0.773	172 1/3	137	10	44	6	178	53	47	1.05
5	심동섭	KIA	2.77	57	3	1	2	7	0.750	55 1/3	37	1	31	4	67	21	17	1.23
6	손영민	KIA	3.08	59	9	6	5	10	0.600	87 2/3	73	4	26	11	66	34	30	1.13
7	트레비스	KIA	3.48	25	7	5	0	1	0.583	126 2/3	120	13	62	3	115	59	49	1.44
8	유동훈	KIA	3.94	47	3	3	7	2	0.500	48	51	4	12	4	21	23	21	1.31
9	로페즈	KIA	3.98	26	11	9	1	0	0.550	153 2/3	153	14	26	9	106	71	68	1.16
10	한기주	KIA	4.08	16	1	3	7	0	0.250	28 2/3	31	0	11	1	20	13	13	1.47
11	서재응	KIA	4.28	30	8	9	2	2	0.471	130 1/3	144	7	36	11	84	68	62	1.38
12	이상화	KIA	4.50	10	0	0	1	1	-	14	13	1	5	1	8	9	7	1.29
13	곽정철	KIA	4.79	18	1	0	1	4	1.000	20 2/3	21	4	11	2	27	12	11	1.55
14	조태수	KIA	4.97	21	0	0	0	0	-	29	31	4	9	0	16	16	16	1.38
15	김건한	KIA	5.08	35	2	5	0	3	0.286	67 1/3	67	5	30	9	42	39	38	1.44
16	김진우	KIA	5.19	10	0	1	2	0	0.000	8 2/3	6	0	7	1	12	5	5	1.50
17	양현종	KIA	6.18	28	7	9	0	0	0.438	106 1/3	116	9	69	4	74	74	73	1.74
18	박성호	KIA	6.46	23	0	2	0	0	0.000	23 2/3	28	1	17	1	20	17	17	1.90
19	차정민	KIA	6.52	16	0	1	0	0	0.000	19 1/3	22	7	8	1	12	14	14	1.55
20	박경태	KIA	6.63	50	1	3	0	6	0.250	54 1/3	53	3	40	3	40	43	40	1.71
21	임준혁	KIA	6.75	4	0	1	0	1	0.000	4	5	0	2	3	3	3	3	1.75
21	홍건희	KIA	6.75	5	0	0	0	0	-	5 1/3	7	0	2	1	3	4	4	1.69
1	이대진	LG	0.00	2	0	0	0	0	-	1	0	0	2	0	1	0	0	2.00
2	신정락	LG	1.02	11	0	0	0	1	-	17 2/3	12	0	8	1	19	4	2	1.13
3	오상민	LG	1.80	11	0	0	0	1	-	5	4	0	1	0	3	1	1	1.00
4	송신영	LG	2.24	62	3	3	19	7	0.500	72 1/3	67	4	20	5	57	19	18	1.20
5	한희	LG	2.27	47	2	1	0	7	0.667	67 1/3	47	3	22	7	51	19	17	1.02
6	경헌호	LG	2.57	4	0	0	0	0	-	7	4	0	0	1	1	3	2	0.57
7	최성민	LG	3.38	18	2	1	0	1	0.667	21 1/3	18	0	23	3	12	8	8	1.92
8	주키치	LG	3.60	32	10	8	1	0	0.556	187 2/3	174	9	53	1	150	86	75	1.21
9	양승진	LG	3.86	5	0	0	0	0	-	2 1/3	2	0	5	0	3	1	1	3.00
10	리즈	LG	3.88	30	11	13	0	0	0.458	164 2/3	149	11	84	15	122	79	71	1.41
11	이상열	LG	3.89	77	0	6	3	18	0.000	44	45	2	12	1	27	23	19	1.30
12	이범준	LG	3.91	12	0	0	0	0	-	23	21	0	11	1	12	13	10	1.39
13	박현준	LG	4.18	29	13	10	0	0	0.565	163 2/3	153	13	68	11	137	88	76	1.35
14	김선규	LG	4.19	61	3	0	1	13	1.000	66 2/3	66	4	22	6	28	34	31	1.32
15	임찬규	LG	4.46	65	9	6	7	0	0.600	82 2/3	73	8	61	1	62	45	41	1.62
16	김광삼	LG	4.74	22	4	5	0	0	0.444	93	108	8	41	4	41	58	49	1.60
17	봉중근	LG	4.96	4	1	2	0	0	0.333	16 1/3	13	1	9	5	7	9	9	1.35
18	이대환	LG	5.06	16	0	1	0	0	0.000	21 1/3	25	2	6	2	15	12	12	1.45
19	김성현	LG	5.43	25	4	9	0	0	0.308	117 2/3	128	10	67	2	68	75	71	1.66
20	이동현	LG	6.27	38	1	1	2	7	0.500	33	39	3	22	3	30	29	23	1.85
21	유원상	LG	6.29	34	1	5	0	3	0.167	63	75	10	20	2	44	46	44	1.51
22	최인영	LG	11.57	2	0	0	0	0	-	2 1/3	4	0	2	0	1	3	3	2.57
23	김기표	LG	12.60	3	0	0	0	0	-	5	11	1	1	0	2	7	7	2.40
24	박동욱	LG	81.00	1	0	0	0	0	-	1/3	3	0	2	0	0	4	3	15.00
1	오성민	SK	0.00	3	0	0	0	0	-	4	2	0	3	0	3	0	0	1.25
1	이상훈	SK	0.00	1	0	0	0	1	-	1/3	0	0	0	1	0	0	0	0.00
1	임정우	SK	0.00	4	0	0	1	0	-	5 2/3	3	0	3	0	4	0	0	1.06
1	최원재	SK	0.00	1	0	0	0	1	-	1 1/3	1	0	0	0	1	0	0	0.75
5	정대현	SK	1.48	53	3	3	16	11	0.500	54 2/3	43	1	25	3	39	12	9	1.24
6	정우람	SK	1.81	68	4	0	7	25	1.000	94 1/3	61	3	23	2	68	21	19	0.89
7	박희수	SK	1.88	39	4	2	1	8	0.667	67	40	3	30	3	76	19	14	1.04
8	문광은	SK	1.93	4	0	0	0	0	-	4 2/3	5	0	2	0	6	1	1	1.50
9	엄정욱	SK	2.13	20	3	2	6	0	0.600	50 2/3	33	4	19	1	64	12	12	1.03
10	박종훈	SK	2.70	7	0	0	0	0	-	6 2/3	4	1	3	0	5	2	2	1.05
11	이재영	SK	2.79	21	2	0	0	2	1.000	29	19	3	8	0	15	9	9	0.93
12	송은범	SK	3.43	38	8	8	1	4	0.500	78 2/3	71	10	45	2	55	34	30	1.47
13	이승호	SK	3.50	51	6	3	2	2	0.667	64 1/3	48	3	47	1	50	28	25	1.48
14	전준호	SK	3.60	6	0	0	0	0	-	10	9	1	2	0	5	4	4	1.10
15	전병두	SK	3.80	51	3	3	3	8	0.500	92 1/3	67	8	56	11	87	44	39	1.33
16	고든	SK	3.81	14	6	4	0	0	0.600	75 2/3	68	3	20	4	70	34	32	1.16
17	김태훈	SK	4.00	16	0	0	0	1	-	18	18	0	11	1	15	8	8	1.61
18	이승호	SK	4.20	26	6	3	0	0	0.667	60	46	7	39	4	51	29	28	1.42
19	글로버	SK	4.24	24	7	6	0	0	0.538	121	115	11	41	9	122	65	57	1.29
20	고효준	SK	4.26	35	5	8	0	0	0.385	105 2/3	87	4	69	6	89	55	50	1.48
21	이영욱	SK	4.59	20	4	4	0	0	0.500	66 2/3	58	8	17	7	46	35	34	1.13
22	윤희상	SK	4.82	20	3	1	0	0	0.750	46 2/3	55	8	12	3	32	27	25	1.44
23	김광현	SK	4.84	17	4	6	0	0	0.400	74 1/3	70	6	45	2	61	45	40	1.55
24	매그레인	SK	5.37	16	2	6	0	0	0.250	53 2/3	63	9	19	4	38	32	32	1.53
25	조영민	SK	6.00	3	0	0	0	0	-	3	6	0	2	1	1	2	2	2.67
26	신승현	SK	9.00	4	1	0	0	0	1.000	4	9	0	0	0	3	4	4	2.25
