순위	선수명	팀명	ERA	G	W	L	SV	HLD	WPCT	IP	H	HR	BB	HBP	SO	R	ER	WHIP
21	하영민	넥센	7.71	9	0	2	0	0	0.000	16 1/3	30	3	7	1	10	18	14	2.27
22	김선기	넥센	7.94	21	0	1	0	1	0.000	22 2/3	34	5	16	0	21	22	20	2.21
23	김정인	넥센	8.59	2	0	1	0	0	0.000	7 1/3	14	1	3	1	4	7	7	2.32
24	이영준	넥센	22.50	2	0	0	0	0	-	2	6	0	3	0	2	5	5	4.50
25	서의태	넥센	54.00	1	0	0	0	0	-	2/3	1	0	2	1	1	4	4	4.50
1	린드블럼	두산	2.88	26	15	4	0	0	0.789	168 2/3	142	16	38	8	157	56	54	1.07
2	함덕주	두산	2.96	62	6	3	27	3	0.667	67	58	4	37	4	75	23	22	1.42
3	박신지	두산	3.00	17	1	2	0	0	0.333	21	14	4	9	1	16	7	7	1.10
4	김승회	두산	3.46	55	3	4	3	11	0.429	54 2/3	54	6	23	5	34	26	21	1.41
5	이용찬	두산	3.63	25	15	3	0	0	0.833	144	151	14	36	8	102	62	58	1.30
6	박치국	두산	3.63	67	1	5	3	17	0.167	67	80	5	15	9	60	30	27	1.42
7	김정후	두산	3.63	13	0	1	0	0	0.000	17 1/3	12	3	12	1	12	8	7	1.38
8	후랭코프	두산	3.74	28	18	3	0	0	0.857	149 1/3	118	12	55	22	134	64	62	1.16
9	홍상삼	두산	4.30	17	1	0	0	0	1.000	14 2/3	13	1	12	2	13	7	7	1.70
10	김강률	두산	4.62	65	5	0	6	11	1.000	76	72	7	24	3	81	42	39	1.26
11	이현승	두산	4.99	39	1	0	0	6	1.000	30 2/3	39	4	14	1	21	18	17	1.73
12	이영하	두산	5.28	40	10	3	0	2	0.769	122 2/3	140	15	54	9	90	75	72	1.58
13	강동연	두산	5.40	8	1	0	0	0	1.000	11 2/3	10	2	5	0	5	8	7	1.29
14	이현호	두산	6.11	15	0	0	1	0	-	28	37	4	13	1	23	19	19	1.79
15	유희관	두산	6.70	29	10	10	0	0	0.500	141	197	23	42	4	81	108	105	1.70
16	한주성	두산	6.75	3	0	0	0	0	-	4	8	0	1	1	1	3	3	2.25
17	유재유	두산	7.11	5	0	1	0	0	0.000	6 1/3	11	1	3	3	5	5	5	2.21
18	현도훈	두산	7.27	3	0	1	0	0	0.000	8 2/3	11	2	6	1	5	7	7	1.96
19	곽빈	두산	7.55	32	3	1	1	4	0.750	31	44	6	17	3	26	26	26	1.97
20	박성모	두산	9.00	2	0	1	0	0	0.000	2	4	1	0	1	1	2	2	2.00
21	윤수호	두산	9.24	17	0	1	0	0	0.000	25 1/3	33	4	17	1	19	31	26	1.97
22	장원준	두산	9.92	24	3	7	0	2	0.300	71 2/3	101	12	33	11	46	81	79	1.87
23	변진수	두산	10.13	10	0	0	0	0	-	10 2/3	16	2	2	4	8	12	12	1.69
24	최원준	두산	10.61	6	0	0	0	0	-	9 1/3	22	2	0	5	5	16	11	2.36
25	최대성	두산	11.70	8	0	0	0	0	-	10	15	3	8	0	10	13	13	2.30
26	장민익	두산	27.00	3	0	0	0	0	-	2	5	3	2	1	2	6	6	3.50
26	허준혁	두산	27.00	1	0	1	0	0	0.000	1 2/3	4	0	3	0	1	5	5	4.20
28	김민규	두산	54.00	1	0	0	0	0	-	1/3	1	0	2	0	0	2	2	9.00
1	김건국	롯데	2.53	5	1	0	0	0	1.000	10 2/3	11	1	0	1	9	3	3	1.03
2	구승민	롯데	3.67	64	7	4	0	14	0.636	73 2/3	62	12	31	3	75	33	30	1.26
3	오현택	롯데	3.76	72	3	2	0	25	0.600	64 2/3	66	11	12	3	63	32	27	1.21
4	손승락	롯데	3.90	57	3	5	28	0	0.375	57 2/3	53	1	20	1	60	26	25	1.27
5	노경은	롯데	4.08	33	9	6	0	0	0.600	132 1/3	127	18	30	4	89	65	60	1.19
6	진명호	롯데	4.38	60	5	4	1	9	0.556	61 2/3	53	7	46	1	65	34	30	1.61
7	윤길현	롯데	4.64	32	1	2	0	4	0.333	33	33	4	15	0	29	18	17	1.45
8	장시환	롯데	4.66	32	1	0	0	2	1.000	36 2/3	39	5	19	3	44	23	19	1.58
9	레일리	롯데	4.74	30	11	13	0	0	0.458	178 1/3	180	24	54	18	178	106	94	1.31
10	듀브론트	롯데	4.92	25	6	9	0	0	0.400	137 1/3	162	13	62	8	109	82	75	1.63
11	이명우	롯데	5.32	59	0	1	0	2	0.000	44	59	1	9	0	25	36	26	1.55
12	배장호	롯데	5.92	25	1	1	0	0	0.500	24 1/3	29	3	10	2	13	18	16	1.60
13	송승준	롯데	6.15	22	3	4	0	0	0.429	79	93	8	35	4	68	58	54	1.62
14	정성종	롯데	6.16	10	0	1	0	0	0.000	19	19	2	8	1	12	13	13	1.42
15	박진형	롯데	6.23	13	3	2	0	1	0.600	13	23	1	8	1	11	12	9	2.38
16	윤성빈	롯데	6.39	18	2	5	0	0	0.286	50 2/3	51	5	36	3	65	36	36	1.72
17	정태승	롯데	6.75	3	0	0	0	0	-	2 2/3	4	0	3	0	3	4	2	2.63
18	김원중	롯데	6.94	30	8	7	0	0	0.533	145 1/3	173	28	77	11	137	115	112	1.72
19	고효준	롯데	6.96	43	2	3	0	7	0.400	32 1/3	33	3	23	0	39	27	25	1.73
20	박시영	롯데	8.54	21	0	0	0	0	-	26 1/3	35	6	14	1	19	27	25	1.86
21	박세웅	롯데	9.92	14	1	5	0	0	0.167	49	83	10	29	4	40	54	54	2.29
22	홍성민	롯데	12.27	4	0	0	0	0	-	3 2/3	6	1	1	0	3	5	5	1.91
23	김대우	롯데	13.50	5	0	0	0	0	-	3 1/3	8	2	1	0	2	5	5	2.70
23	조무근	롯데	13.50	2	1	0	0	0	1.000	2/3	2	0	1	2	1	1	1	4.50
25	조정훈	롯데	16.62	7	0	0	0	0	-	4 1/3	6	0	4	2	5	13	8	2.31
1	장지훈	삼성	0.00	1	0	0	0	0	-	1	1	0	0	0	1	0	0	1.00
2	최채흥	삼성	3.21	8	4	1	0	0	0.800	28	30	5	8	1	25	11	10	1.36
3	정인욱	삼성	3.48	19	1	0	0	0	1.000	31	31	3	9	3	27	17	12	1.29
4	최충연	삼성	3.60	70	2	6	8	16	0.250	85	73	6	26	2	101	34	34	1.16
5	임현준	삼성	3.90	40	0	1	0	3	0.000	27 2/3	20	3	11	5	26	12	12	1.12
6	권오준	삼성	3.95	47	3	1	1	2	0.750	43 1/3	43	7	12	3	52	21	19	1.27
7	심창민	삼성	4.07	59	5	2	17	5	0.714	66 1/3	57	12	22	9	68	32	30	1.19
8	우규민	삼성	4.30	48	4	1	0	10	0.800	58 2/3	70	6	12	5	48	28	28	1.40
9	장필준	삼성	4.34	61	5	5	6	13	0.500	66 1/3	65	6	25	6	74	35	32	1.36
10	김승현	삼성	4.45	28	1	3	0	2	0.250	32 1/3	48	3	15	5	29	18	16	1.95
11	백정현	삼성	4.58	25	7	7	1	0	0.500	125 2/3	142	18	36	3	99	68	64	1.42
12	양창섭	삼성	5.05	19	7	6	0	0	0.538	87 1/3	100	12	34	10	49	52	49	1.53
13	아델만	삼성	5.05	31	8	12	0	0	0.400	171	202	20	54	11	137	101	96	1.50
14	보니야	삼성	5.30	29	7	10	0	0	0.412	168	193	23	63	12	151	111	99	1.52
15	장원삼	삼성	6.16	8	3	1	0	0	0.750	38	47	4	13	1	27	27	26	1.58
16	한기주	삼성	6.69	33	1	4	0	3	0.200	39	54	8	12	5	30	32	29	1.69
17	윤성환	삼성	6.98	24	5	9	0	0	0.357	117 1/3	164	28	32	9	89	99	91	1.67
18	박근홍	삼성	7.43	22	2	0	0	0	1.000	23	28	3	12	6	27	21	19	1.74
19	김대우	삼성	7.93	8	2	2	0	0	0.500	36 1/3	53	7	18	3	15	34	32	1.95
20	이승현	삼성	7.94	19	1	1	0	2	0.500	17	23	4	7	2	14	15	15	1.76
21	김용하	삼성	9.00	4	0	0	0	0	-	3	2	0	4	3	4	4	3	2.00
22	최지광	삼성	11.42	6	0	0	0	0	-	8 2/3	11	0	7	0	7	12	11	2.08
23	안성무	삼성	11.57	2	0	0	0	0	-	2 1/3	3	2	1	0	5	3	3	1.71
23	황수범	삼성	11.57	2	0	0	0	0	-	2 1/3	3	0	6	0	2	3	3	3.86
25	김시현	삼성	12.60	4	0	0	0	0	-	5	10	2	2	2	5	7	7	2.40
26	김기태	삼성	27.00	1	0	0	0	0	-	1 2/3	4	3	0	1	2	5	5	2.40
1	김종수	한화	1.80	3	0	0	0	0	-	5	3	1	0	0	1	1	1	0.60
2	박상원	한화	2.10	69	4	2	0	9	0.667	60	59	3	21	4	62	17	14	1.33
3	송은범	한화	2.50	68	7	4	1	10	0.636	79 1/3	77	2	33	5	61	29	22	1.39
4	이태양	한화	2.84	63	4	2	0	12	0.667	79 1/3	66	10	23	4	85	30	25	1.12
5	정우람	한화	3.40	55	5	3	35	0	0.625	53	49	6	12	2	56	22	20	1.15
6	김성훈	한화	3.58	10	0	2	0	0	0.000	27 2/3	25	2	11	3	28	12	11	1.30
7	임준섭	한화	4.32	10	1	0	0	0	1.000	8 1/3	8	1	6	1	6	4	4	1.68
8	헤일	한화	4.34	12	3	4	0	0	0.429	66 1/3	68	8	17	4	55	35	32	1.28
9	장민재	한화	4.68	34	6	2	0	1	0.750	59 2/3	62	7	23	1	42	33	31	1.42
10	샘슨	한화	4.68	30	13	8	0	0	0.619	161 2/3	144	17	79	5	195	91	84	1.38
11	권혁	한화	4.91	16	1	1	0	3	0.500	11	9	2	4	0	11	6	6	1.18
12	송창식	한화	4.97	12	1	0	0	1	1.000	12 2/3	15	2	4	1	8	7	7	1.50
13	휠러	한화	5.13	19	3	9	0	0	0.250	101 2/3	128	12	34	10	94	62	58	1.59
14	강승현	한화	5.40	2	0	0	0	0	-	1 2/3	3	1	0	0	2	1	1	1.80
15	김재영	한화	5.66	29	6	4	0	1	0.600	111 1/3	136	15	37	12	56	74	70	1.55
16	안영명	한화	5.73	53	8	2	0	8	0.800	66	83	12	15	4	48	44	42	1.48
17	김범수	한화	5.77	55	4	4	0	7	0.500	48 1/3	52	7	29	1	54	33	31	1.68
18	서균	한화	5.79	56	1	1	1	10	0.500	37 1/3	39	7	16	7	22	26	24	1.47
19	윤규진	한화	5.89	18	2	6	0	0	0.250	84	99	14	30	6	81	63	55	1.54
20	김진욱	한화	6.35	3	0	0	0	0	-	5 2/3	6	0	3	3	4	4	4	1.59
21	김민우	한화	6.52	23	5	9	0	0	0.357	99 1/3	133	19	41	8	73	79	72	1.75
22	배영수	한화	6.63	11	2	3	0	0	0.400	55 2/3	69	6	15	6	47	42	41	1.51
23	김진영	한화	7.94	4	0	0	0	0	-	11 1/3	13	1	4	0	9	10	10	1.50
24	박주홍	한화	8.68	22	1	1	0	0	0.500	18 2/3	26	4	10	2	18	18	18	1.93
25	심수창	한화	15.43	3	0	0	0	0	-	2 1/3	7	2	0	0	2	4	4	3.00
26	김경태	한화	16.88	3	0	0	0	0	-	2 2/3	4	2	5	0	2	5	5	3.38
27	이동걸	한화	18.00	1	0	0	0	0	-	2	5	1	0	0	2	4	4	2.50
1	고영창	KIA	-	2	0	0	0	0	-	0	4	0	1	1	0	6	6	-
1	박준표	KIA	0.00	1	0	0	0	0	-	2	0	0	2	0	2	0	0	1.00
3	임기준	KIA	3.54	55	5	1	2	8	0.833	56	59	7	23	3	45	27	22	1.46
4	김윤동	KIA	3.70	64	7	6	4	18	0.538	82 2/3	71	9	54	2	79	39	34	1.51
5	양현종	KIA	4.15	29	13	11	0	0	0.542	184 1/3	199	21	43	2	152	88	85	1.31
6	유승철	KIA	4.37	39	1	0	1	3	1.000	47 1/3	49	5	29	4	44	25	23	1.65
7	헥터	KIA	4.60	29	11	10	0	0	0.524	174	209	25	36	4	137	102	89	1.41
8	문경찬	KIA	4.72	32	0	3	0	0	0.000	55 1/3	62	10	17	2	46	29	29	1.43
9	황인준	KIA	4.96	37	3	1	0	1	0.750	52 2/3	58	9	12	6	35	31	29	1.33
10	임창용	KIA	5.42	37	5	5	4	4	0.500	86 1/3	92	16	29	11	84	54	52	1.40
11	박경태	KIA	5.68	4	0	0	0	0	-	6 1/3	7	0	2	1	6	5	4	1.42
12	한승혁	KIA	5.83	21	7	3	0	0	0.700	88	105	8	44	4	65	62	57	1.69
13	전상현	KIA	6.10	5	0	0	0	0	-	10 1/3	19	1	5	0	7	7	7	2.32
14	임기영	KIA	6.26	29	8	9	0	2	0.471	105	145	20	34	12	68	79	73	1.70
15	팻딘	KIA	6.26	36	6	7	0	2	0.462	129 1/3	174	23	27	4	101	96	90	1.55
16	정용운	KIA	6.30	3	1	0	0	0	1.000	10	10	1	8	0	5	7	7	1.80
17	심동섭	KIA	6.35	7	0	0	0	1	-	5 2/3	7	0	3	0	5	4	4	1.76
18	김세현	KIA	6.75	40	1	6	4	0	0.143	40	56	4	17	2	32	32	30	1.83
18	윤석민	KIA	6.75	28	0	8	11	0	0.000	40	55	9	10	0	29	32	30	1.63
20	이민우	KIA	7.17	30	2	3	0	4	0.400	37 2/3	52	4	23	5	28	34	30	1.99
21	하준영	KIA	9.20	15	0	0	0	0	-	14 2/3	16	3	8	1	12	15	15	1.64
22	김유신	KIA	9.69	10	0	0	0	0	-	13	13	0	6	1	6	14	14	1.46
23	홍건희	KIA	10.26	11	0	1	0	0	0.000	16 2/3	32	4	7	1	13	20	19	2.34
24	박정수	KIA	11.48	11	0	0	0	0	-	13 1/3	17	2	5	3	16	18	17	1.65
1	배제성	KT	0.00	3	0	0	0	0	-	4	3	0	1	0	2	1	0	1.00
2	배우열	KT	1.59	5	0	0	0	0	-	5 2/3	7	0	3	0	9	2	1	1.76
3	이상화	KT	2.61	11	0	0	2	3	-	10 1/3	6	0	5	1	14	3	3	1.06
4	정성곤	KT	2.96	24	1	0	0	5	1.000	24 1/3	23	3	11	0	23	8	8	1.40
5	니퍼트	KT	4.25	29	8	8	0	0	0.500	175 2/3	209	26	39	9	165	88	83	1.41
6	피어밴드	KT	4.30	27	8	8	0	0	0.500	163 1/3	186	24	38	6	141	90	78	1.37
7	김재윤	KT	4.57	62	7	5	15	0	0.583	61	76	11	15	1	66	34	31	1.49
8	심재민	KT	4.61	44	4	5	2	3	0.444	41	47	5	17	2	36	25	21	1.56
9	이종혁	KT	4.66	47	0	5	1	4	0.000	48 1/3	61	4	17	2	31	28	25	1.61
10	류희운	KT	4.91	29	1	1	0	1	0.500	44	53	11	14	2	28	25	24	1.52
11	김민	KT	5.06	9	4	2	0	0	0.667	37 1/3	40	4	25	6	25	26	21	1.74
12	고영표	KT	5.13	25	6	9	0	0	0.400	142	175	17	25	14	134	91	81	1.41
13	홍성용	KT	5.40	56	2	1	1	6	0.667	45	49	7	16	5	42	28	27	1.44
14	금민철	KT	5.41	29	8	12	0	0	0.400	156 1/3	212	19	68	7	79	104	94	1.79
15	엄상백	KT	5.44	55	1	8	2	12	0.111	46 1/3	51	4	17	8	44	33	28	1.47
16	김사율	KT	5.76	29	1	2	0	0	0.333	45 1/3	56	12	10	2	35	32	29	1.46
17	김태오	KT	6.00	8	1	2	0	0	0.333	21	32	4	9	2	14	16	14	1.95
18	고창성	KT	6.69	42	2	0	0	5	1.000	37 2/3	57	7	11	5	23	29	28	1.81
19	신병률	KT	7.01	21	0	0	1	2	-	25 2/3	35	6	7	3	14	22	20	1.64
20	주권	KT	8.39	46	3	9	0	4	0.250	88	118	16	27	7	54	85	82	1.65
21	김민수	KT	9.00	2	0	0	0	0	-	1	1	0	1	0	1	1	1	2.00
22	윤근영	KT	9.72	17	1	0	0	0	1.000	16 2/3	26	3	10	0	17	19	18	2.16
23	박세진	KT	10.68	8	1	5	0	0	0.167	30 1/3	47	10	19	2	24	37	36	2.18
24	최건	KT	13.50	2	0	0	0	0	-	2	5	0	2	0	2	3	3	3.50
25	김용주	KT	18.00	1	0	0	0	0	-	2	5	1	2	0	2	4	4	3.50
1	성동현	LG	0.00	1	1	0	0	0	1.000	1/3	1	0	0	0	0	0	0	3.00
1	임정우	LG	0.00	2	0	0	0	0	-	2/3	1	0	2	0	1	0	0	4.50
3	배민관	LG	1.64	8	0	0	0	0	-	11	9	0	4	2	11	2	2	1.18
4	윌슨	LG	3.07	26	9	4	0	0	0.692	170	158	11	35	6	149	63	58	1.14
5	소사	LG	3.52	27	9	9	0	0	0.500	181 1/3	192	16	28	4	181	83	71	1.21
6	최성훈	LG	3.78	24	0	0	0	3	-	16 2/3	17	4	9	1	14	7	7	1.56
7	윤지웅	LG	4.26	10	0	0	0	0	-	6 1/3	9	0	3	3	4	4	3	1.89
8	김영준	LG	4.35	14	2	1	0	0	0.667	20 2/3	19	3	15	3	16	12	10	1.65
9	배재준	LG	4.42	16	1	0	0	0	1.000	38 2/3	34	3	20	1	41	24	19	1.40
10	최동환	LG	4.62	28	1	0	0	1	1.000	37	33	6	11	3	28	19	19	1.19
11	여건욱	LG	4.76	18	0	0	0	0	-	22 2/3	27	1	8	4	15	13	12	1.54
11	전인환	LG	4.76	5	0	0	0	0	-	5 2/3	7	0	3	0	4	3	3	1.76
13	정찬헌	LG	4.85	66	5	3	27	0	0.625	65	76	5	24	7	50	36	35	1.54
14	김지용	LG	5.36	48	5	6	1	13	0.455	47	52	10	9	2	42	30	28	1.30
15	김태형	LG	5.40	2	0	0	0	0	-	1 2/3	2	1	1	0	1	1	1	1.80
16	임찬규	LG	5.77	29	11	11	1	0	0.500	146 2/3	195	23	47	13	125	104	94	1.65
17	신정락	LG	5.86	49	3	7	0	5	0.300	50 2/3	59	5	17	6	56	37	33	1.50
18	고우석	LG	5.91	56	3	5	0	3	0.375	67	69	10	37	5	44	51	44	1.58
19	차우찬	LG	6.09	29	12	10	0	0	0.545	170	177	27	79	10	136	119	115	1.51
20	진해수	LG	7.21	66	2	3	0	14	0.400	43 2/3	63	7	13	4	37	37	35	1.74
21	김대현	LG	7.54	25	2	10	0	0	0.167	105	145	15	48	9	64	95	88	1.84
22	이동현	LG	7.93	36	2	1	0	4	0.667	36 1/3	49	6	7	3	23	35	32	1.54
23	손주영	LG	8.49	4	0	2	0	0	0.000	11 2/3	13	0	14	2	7	11	11	2.31
24	문광은	LG	12.15	6	0	1	0	0	0.000	6 2/3	11	3	5	0	5	9	9	2.40
25	임지섭	LG	25.07	2	0	2	0	0	0.000	4 2/3	11	3	7	0	4	13	13	3.86
26	김태형	LG	36.00	1	0	0	0	0	-	1	2	0	4	0	0	4	4	6.00
27	이우찬	LG	54.00	3	0	0	0	0	-	2/3	3	0	3	1	0	4	4	9.00
1	심규범	NC	0.00	1	0	0	0	0	-	2/3	1	0	0	0	0	0	0	1.50
1	이우석	NC	0.00	1	0	0	0	0	-	1/3	0	0	1	0	1	0	0	3.00
3	김재균	NC	3.18	4	0	0	0	0	-	5 2/3	3	0	9	0	4	3	2	2.12
4	박진우	NC	3.66	11	1	0	0	1	1.000	19 2/3	18	2	5	2	15	8	8	1.17
5	왕웨이중	NC	4.26	25	7	10	0	0	0.412	141 2/3	169	16	40	2	108	83	67	1.48
6	배재환	NC	4.50	31	3	3	1	2	0.500	36	37	6	25	1	34	18	18	1.72
7	이민호	NC	4.68	50	5	4	14	0	0.556	50	52	8	19	3	42	34	26	1.42
8	이재학	NC	4.79	29	5	13	0	0	0.278	152 1/3	157	13	49	10	116	87	81	1.35
9	이형범	NC	5.17	23	1	1	0	0	0.500	54	62	5	24	1	22	36	31	1.59
10	원종현	NC	5.18	59	3	6	2	17	0.333	64 1/3	78	7	22	2	36	38	37	1.55
11	베렛	NC	5.28	29	6	10	0	0	0.375	155	178	24	59	9	144	94	91	1.53
12	구창모	NC	5.35	36	5	11	0	1	0.313	133	158	21	52	7	116	83	79	1.58
13	김건태	NC	5.43	21	2	3	0	0	0.400	53	60	7	24	7	39	38	32	1.58
14	민태호	NC	5.59	8	1	0	0	0	1.000	9 2/3	11	1	4	1	4	7	6	1.55
15	최성영	NC	5.88	28	2	2	1	0	0.500	64 1/3	66	11	25	4	57	43	42	1.41
16	정수민	NC	6.05	25	2	5	0	1	0.286	58	69	10	33	3	38	43	39	1.76
17	강윤구	NC	6.09	69	7	5	1	17	0.583	54 2/3	54	10	26	1	65	41	37	1.46
18	임창민	NC	6.43	8	0	1	3	0	0.000	7	8	2	2	0	9	6	5	1.43
19	유원상	NC	6.46	41	1	4	0	5	0.200	47 1/3	63	5	17	5	30	37	34	1.69
20	김진성	NC	7.15	50	3	2	0	5	0.600	45 1/3	56	13	19	2	38	38	36	1.65
21	노성호	NC	7.16	20	1	2	0	0	0.333	32 2/3	35	6	29	1	36	29	26	1.96
22	장현식	NC	7.43	21	3	2	2	1	0.600	26 2/3	31	7	17	0	24	22	22	1.80
23	최금강	NC	8.44	19	0	1	0	1	0.000	37 1/3	51	8	22	2	18	36	35	1.96
24	류재인	NC	16.20	1	0	0	0	0	-	1 2/3	1	1	2	3	2	3	3	1.80
25	윤강민	NC	17.47	6	0	0	0	0	-	5 2/3	14	1	5	2	4	11	11	3.35
1	신재웅	SK	2.77	54	2	3	16	6	0.400	52	49	5	28	1	43	23	16	1.48
2	김광현	SK	2.98	25	11	8	0	0	0.579	136	125	16	30	2	130	48	45	1.14
3	박희수	SK	3.27	35	1	2	0	4	0.333	33	35	1	15	3	30	14	12	1.52
4	정동윤	SK	3.38	2	0	0	0	0	-	2 2/3	3	1	1	0	3	1	1	1.50
5	김태훈	SK	3.83	61	9	3	0	10	0.750	94	88	8	36	2	93	44	40	1.32
6	켈리	SK	4.09	28	12	7	0	0	0.632	158 1/3	152	18	47	13	161	78	72	1.26
7	박종훈	SK	4.18	30	14	8	0	0	0.636	159 1/3	158	16	54	20	133	81	74	1.33
8	이승진	SK	4.57	34	0	1	0	0	0.000	41 1/3	41	6	20	4	37	25	21	1.48
9	문승원	SK	4.60	31	8	9	1	1	0.471	150 2/3	180	24	37	4	122	86	77	1.44
10	채병용	SK	4.80	29	2	1	1	3	0.667	30	33	8	8	1	15	16	16	1.37
11	산체스	SK	4.89	29	8	8	0	1	0.500	145 1/3	161	26	39	7	124	90	79	1.38
12	윤희상	SK	5.12	46	1	2	1	7	0.333	51	55	8	7	2	44	29	29	1.22
13	남윤성	SK	5.19	6	0	1	0	0	0.000	8 2/3	12	1	4	0	3	5	5	1.85
14	정영일	SK	5.32	51	3	0	0	13	1.000	44	48	7	21	5	33	33	26	1.57
15	전유수	SK	5.50	16	0	1	0	0	0.000	18	21	3	8	2	15	11	11	1.61
16	박정배	SK	5.84	49	1	3	9	2	0.250	44 2/3	51	9	12	2	44	30	29	1.41
17	서진용	SK	6.12	48	3	2	1	12	0.600	50	52	14	23	2	58	36	34	1.50
18	봉민호	SK	6.75	1	0	0	0	0	-	1 1/3	1	1	0	0	2	1	1	0.75
19	임준혁	SK	7.36	6	0	0	0	0	-	7 1/3	12	0	3	0	2	6	6	2.05
20	김택형	SK	7.71	14	1	2	0	2	0.333	11 2/3	9	1	10	0	11	10	10	1.63
21	백인식	SK	9.42	18	1	2	0	1	0.333	14 1/3	17	4	9	3	14	15	15	1.81
22	김주한	SK	13.50	7	1	0	0	1	1.000	6	9	2	6	0	5	10	9	2.50
23	최민준	SK	14.40	2	0	0	0	0	-	5	11	5	0	0	3	9	8	2.20
24	박민호	SK	15.43	3	0	0	0	0	-	2 1/3	4	1	1	1	0	4	4	2.14
25	강지광	SK	21.00	4	0	0	0	0	-	3	8	1	4	0	3	7	7	4.00
26	조성훈	SK	27.00	1	0	0	0	0	-	2/3	3	0	0	0	0	2	2	4.50
27	이원준	SK	29.45	3	0	1	0	0	0.000	3 2/3	13	3	1	0	2	12	12	3.82
28	정재원	SK	30.86	2	0	1	0	0	0.000	2 1/3	8	0	1	0	0	8	8	3.86
