순위	선수명	팀명	ERA	G	W	L	SV	HLD	WPCT	IP	H	HR	BB	HBP	SO	R	ER	WHIP
6	권오준	삼성	3.23	47	11	5	2	7	0.688	153 1/3	128	15	40	7	142	56	55	1.10
7	김덕윤	삼성	3.27	18	0	0	0	0	-	22	21	3	9	3	16	13	8	1.36
8	정현욱	삼성	3.36	27	4	5	0	1	0.444	85 2/3	81	8	38	4	67	41	32	1.39
9	지승민	삼성	3.45	52	3	1	0	17	0.750	28 2/3	21	6	15	1	34	11	11	1.26
10	전병호	삼성	4.20	21	5	2	0	2	0.714	60	60	9	23	2	34	31	28	1.38
11	호지스	삼성	4.24	30	9	10	0	0	0.474	163 1/3	158	15	81	21	123	91	77	1.46
12	김진웅	삼성	4.32	35	9	7	0	2	0.563	135 1/3	126	12	75	8	99	73	65	1.49
13	권혁	삼성	4.78	37	3	3	0	3	0.500	81	80	12	38	4	78	44	43	1.46
14	윤성환	삼성	4.84	56	4	7	1	17	0.364	67	60	7	35	6	71	41	36	1.42
15	김현욱	삼성	5.88	28	0	2	0	8	0.000	26	24	3	6	4	28	18	17	1.15
16	강영식	삼성	6.08	23	2	2	1	5	0.500	13 1/3	15	1	7	1	14	9	9	1.65
17	안지만	삼성	7.77	12	0	0	0	0	-	22	30	7	9	3	13	19	19	1.77
1	권준헌	한화	2.11	35	1	1	17	1	0.500	42 2/3	34	2	13	0	24	10	10	1.10
2	차명주	한화	2.45	32	0	1	0	11	0.000	14 2/3	14	0	6	2	11	5	4	1.36
3	송진우	한화	3.61	28	11	8	1	0	0.579	172	162	19	44	7	100	73	69	1.20
4	조영민	한화	4.05	25	1	5	8	0	0.167	33 1/3	31	6	10	4	19	18	15	1.23
5	최영필	한화	4.14	14	0	3	1	0	0.000	37	39	5	9	3	27	18	17	1.30
6	윤규진	한화	4.57	28	3	4	3	0	0.429	84 2/3	85	8	36	8	63	50	43	1.43
7	문용민	한화	4.67	37	1	1	0	4	0.500	17 1/3	19	4	6	1	13	10	9	1.44
8	마정길	한화	4.83	33	2	1	2	1	0.667	41	36	7	22	5	37	23	22	1.41
9	송창식	한화	5.13	26	8	7	0	0	0.533	140 1/3	143	15	63	8	80	83	80	1.47
10	신주영	한화	5.19	6	0	0	0	1	-	8 2/3	7	4	2	3	3	5	5	1.04
11	문동환	한화	5.37	25	4	15	0	0	0.211	120 2/3	147	20	45	5	56	88	72	1.59
12	정병희	한화	5.48	33	4	5	1	3	0.444	65 2/3	71	13	25	1	52	40	40	1.46
13	박정진	한화	5.51	31	3	1	0	4	0.750	32 2/3	33	6	23	0	23	20	20	1.71
14	지연규	한화	5.57	20	0	4	3	3	0.000	32 1/3	36	4	13	6	17	23	20	1.52
15	김해님	한화	5.58	23	5	3	0	3	0.625	90 1/3	109	12	36	9	43	59	56	1.61
16	오봉옥	한화	5.97	40	5	2	0	2	0.714	60 1/3	70	7	22	5	31	40	40	1.52
17	안영명	한화	6.46	8	0	1	0	0	0.000	15 1/3	16	1	9	4	7	11	11	1.63
18	김창훈	한화	7.17	31	3	2	0	2	0.600	42 2/3	52	9	20	5	22	36	34	1.69
19	정민철	한화	7.67	13	0	6	0	0	0.000	54	76	11	18	3	22	50	46	1.74
20	조규수	한화	7.68	20	2	3	1	0	0.400	38 2/3	51	7	19	4	26	35	33	1.81
21	유영민	한화	9.00	2	0	0	0	0	-	2	2	0	0	0	1	2	2	1.00
21	한용덕	한화	9.00	10	0	0	0	1	-	10	17	2	2	2	8	13	10	1.90
23	윤경희	한화	9.31	6	0	1	0	0	0.000	9 2/3	10	1	7	1	3	10	10	1.76
24	정종민	한화	9.69	10	0	0	0	0	-	13	28	6	3	6	9	20	14	2.38
25	유혜정	한화	11.25	2	0	0	0	0	-	4	7	1	2	0	3	6	5	2.25
26	고상천	한화	27.00	1	0	0	0	0	-	1/3	0	0	1	0	0	2	1	3.00
1	김민범	현대	0.00	18	0	0	0	0	-	7 2/3	4	0	4	0	4	0	0	1.04
1	박준수	현대	0.00	1	0	0	0	0	-	1 1/3	0	0	1	0	0	0	0	0.75
1	신동민	현대	0.00	1	0	0	0	0	-	1 2/3	2	0	1	0	2	0	0	1.80
4	조용준	현대	2.28	63	10	3	34	0	0.769	75	67	0	22	3	56	19	19	1.19
5	신철인	현대	2.48	29	1	0	0	1	1.000	29	24	3	11	2	30	8	8	1.21
6	이상열	현대	2.55	81	4	1	0	20	0.800	60	55	5	18	1	46	19	17	1.22
7	피어리	현대	3.32	28	16	6	0	0	0.727	181 2/3	166	24	61	9	130	73	67	1.25
8	송신영	현대	3.53	59	8	0	1	6	1.000	81 2/3	85	9	28	4	64	37	32	1.38
9	오재영	현대	3.99	30	10	9	0	0	0.526	149	135	16	53	5	113	71	66	1.26
10	김수경	현대	4.01	26	11	8	0	0	0.579	152 2/3	151	14	62	3	100	74	68	1.40
11	전준호	현대	4.41	49	2	5	0	4	0.286	112 1/3	101	11	51	8	74	59	55	1.35
12	마일영	현대	4.71	26	4	4	0	0	0.500	80 1/3	99	6	37	6	46	46	42	1.69
13	위재영	현대	4.71	10	1	1	0	0	0.500	28 2/3	28	3	15	1	14	18	15	1.50
14	이대환	현대	4.98	15	0	0	1	0	-	21 2/3	19	2	13	0	13	12	12	1.48
15	정민태	현대	5.00	28	7	14	0	0	0.333	165 2/3	193	21	42	8	123	109	92	1.42
16	김성태	현대	8.25	20	1	1	0	1	0.500	24	32	5	11	3	17	22	22	1.79
17	이동학	현대	11.12	3	0	1	0	0	0.000	5 2/3	11	2	5	3	2	7	7	2.82
18	황두성	현대	13.50	3	0	0	0	0	-	5 1/3	12	2	2	0	7	9	8	2.63
19	임선동	현대	17.18	2	0	0	0	0	-	3 2/3	9	0	3	3	1	7	7	3.27
1	정원	KIA	0.00	2	0	0	0	0	-	2	3	0	0	0	1	0	0	1.50
1	조태수	KIA	0.00	1	0	0	0	0	-	1	1	0	0	0	0	0	0	1.00
3	신용운	KIA	2.08	43	4	2	11	0	0.667	56 1/3	43	3	25	3	43	14	13	1.21
4	조규제	KIA	2.14	38	1	0	1	5	1.000	21	11	1	4	1	18	5	5	0.71
5	임준혁	KIA	2.45	3	0	0	0	0	-	3 2/3	3	1	2	1	1	1	1	1.36
6	김진우	KIA	2.86	19	7	2	1	0	0.778	63	49	2	33	3	57	23	20	1.30
7	리오스	KIA	2.87	32	17	8	0	0	0.680	222 2/3	209	10	70	25	145	75	71	1.25
8	이강철	KIA	2.95	79	6	2	7	7	0.750	85 1/3	68	9	31	8	56	29	28	1.16
9	유동훈	KIA	2.98	68	7	2	5	7	0.778	120 2/3	105	10	22	19	65	42	40	1.05
10	최향남	KIA	3.57	16	2	1	0	0	0.667	45 1/3	40	1	20	7	37	20	18	1.32
11	마뇽	KIA	4.17	34	8	9	0	1	0.471	155 1/3	156	15	63	9	83	76	72	1.41
12	강철민	KIA	5.33	31	8	12	1	0	0.400	145 1/3	159	14	61	13	86	94	86	1.51
13	최용호	KIA	5.83	20	2	3	1	0	0.400	41 2/3	43	6	22	9	19	27	27	1.56
14	오철민	KIA	6.00	34	1	3	0	1	0.250	30	35	5	11	3	23	21	20	1.53
15	이동현	KIA	6.23	23	1	6	0	0	0.143	56 1/3	66	7	29	3	42	42	39	1.69
16	김주철	KIA	6.30	10	1	1	0	0	0.500	20	25	5	16	2	11	16	14	2.05
17	문수호	KIA	7.11	16	1	0	0	0	1.000	12 2/3	12	2	11	2	10	12	10	1.82
18	이원식	KIA	7.88	5	0	1	0	0	0.000	8	9	2	5	2	1	9	7	1.75
19	박강우	KIA	9.00	1	0	0	0	0	-	1	2	0	1	1	0	1	1	3.00
19	윤형진	KIA	9.00	1	0	0	0	0	-	1	2	0	1	0	0	1	1	3.00
21	고우석	KIA	9.90	18	0	5	0	0	0.000	30	44	8	20	3	27	37	33	2.13
22	소소경	KIA	10.54	9	0	1	0	0	0.000	13 2/3	20	1	8	2	11	17	16	2.05
23	이대진	KIA	10.57	3	0	1	0	0	0.000	7 2/3	9	4	9	0	7	11	9	2.35
24	이상화	KIA	12.38	6	0	0	0	0	-	8	14	5	4	0	7	11	11	2.25
25	최상덕	KIA	12.89	5	1	2	0	0	0.333	14 2/3	28	4	12	1	10	22	21	2.73
26	이경원	KIA	15.43	16	0	0	0	2	-	4 2/3	10	2	6	1	4	8	8	3.43
27	곽현희	KIA	16.50	4	0	0	0	0	-	6	12	2	5	1	4	11	11	2.83
28	방동민	KIA	18.00	22	0	0	0	1	-	6	20	0	5	1	5	12	12	4.17
1	경헌호	LG	1.04	6	0	1	1	0	0.000	8 2/3	5	1	1	0	5	2	1	0.69
2	오승준	LG	1.93	3	0	0	0	0	-	4 2/3	4	0	7	0	3	1	1	2.36
3	이승호	LG	2.71	21	9	7	0	0	0.563	129 2/3	111	9	72	3	115	53	39	1.41
4	이동현	LG	2.87	48	1	3	12	5	0.250	53 1/3	46	1	26	1	48	18	17	1.35
5	류택현	LG	3.38	85	0	3	1	17	0.000	50 2/3	49	2	22	2	53	22	19	1.40
6	성영재	LG	3.46	16	1	0	0	4	1.000	13	14	2	4	0	6	5	5	1.38
6	장준관	LG	3.46	12	0	0	0	0	-	13	14	2	8	1	7	7	5	1.69
8	송현우	LG	3.60	6	0	0	0	0	-	5	4	0	7	0	0	3	2	2.20
9	우규민	LG	3.93	18	2	1	0	1	0.667	18 1/3	16	4	7	0	4	8	8	1.25
10	장문석	LG	4.03	28	10	8	1	0	0.556	152	168	15	55	8	75	73	68	1.47
11	김광우	LG	4.15	8	0	0	0	0	-	4 1/3	1	0	6	0	2	2	2	1.62
12	김광삼	LG	4.47	31	8	7	0	1	0.533	151	164	9	76	11	109	85	75	1.59
13	심수창	LG	4.55	16	2	1	1	1	0.667	29 2/3	41	8	7	3	18	20	15	1.62
14	쿠퍼	LG	4.75	15	4	4	0	1	0.500	60 2/3	66	8	25	4	31	35	32	1.50
15	최원호	LG	4.75	27	8	7	0	0	0.533	96 2/3	114	9	40	6	64	55	51	1.59
16	박만채	LG	4.85	4	2	0	0	0	1.000	13	12	3	2	2	9	8	7	1.08
17	전승남	LG	5.09	24	1	1	1	7	0.500	17 2/3	23	2	2	3	8	11	10	1.42
18	정재복	LG	5.13	40	4	4	2	3	0.500	86	87	14	37	2	56	50	49	1.44
19	진필중	LG	5.23	34	0	4	15	0	0.000	32 2/3	49	3	12	1	23	22	19	1.87
20	민경수	LG	5.30	44	0	3	0	7	0.000	18 2/3	18	2	7	1	14	12	11	1.34
21	장진용	LG	5.40	5	0	1	0	0	0.000	16 2/3	22	1	11	1	12	11	10	1.98
22	신윤호	LG	5.43	54	6	3	0	3	0.667	69 2/3	77	12	34	6	36	45	42	1.59
23	서승화	LG	5.58	49	1	8	1	14	0.111	69 1/3	58	5	45	7	64	45	43	1.49
24	후타도	LG	5.79	6	0	4	0	0	0.000	28	36	1	21	2	13	24	18	2.04
25	김광수	LG	6.86	8	0	0	0	0	-	21	35	2	7	0	8	19	16	2.00
26	김진유	LG	9.00	1	0	0	0	0	-	1	1	1	2	0	0	1	1	3.00
1	박권수	SK	0.00	1	0	0	0	0	-	2/3	0	0	0	0	0	0	0	0.00
2	김경태	SK	2.33	21	5	2	0	4	0.714	38 2/3	23	0	9	3	21	10	10	0.83
3	정대현	SK	2.34	52	2	3	2	16	0.400	69 1/3	62	2	14	5	50	22	18	1.10
4	조웅천	SK	3.08	55	6	6	9	10	0.500	79	79	5	26	4	85	34	27	1.33
5	김건한	SK	3.55	47	3	3	1	6	0.500	99	99	10	43	10	53	42	39	1.43
6	엄정욱	SK	3.76	22	7	5	1	1	0.583	105 1/3	88	5	50	11	119	48	44	1.31
7	이승호	SK	3.99	31	15	9	0	1	0.625	169	160	21	87	13	145	87	75	1.46
8	김원형	SK	4.20	30	8	6	1	1	0.571	135	147	19	41	10	78	70	63	1.39
9	카브레라	SK	4.65	38	4	4	12	0	0.500	102 2/3	99	8	50	11	85	57	53	1.45
10	신승현	SK	4.88	58	2	7	0	3	0.222	107	99	13	32	16	64	60	58	1.22
11	이상훈	SK	5.14	18	0	3	3	1	0.000	14	11	2	9	0	15	8	8	1.43
12	송은범	SK	5.19	27	2	5	0	1	0.286	59	65	11	32	5	32	38	34	1.64
13	제춘모	SK	5.88	18	4	4	0	0	0.500	67 1/3	76	6	46	7	35	49	44	1.81
14	고효준	SK	5.96	31	2	1	0	0	0.667	45 1/3	45	5	38	9	37	35	30	1.83
15	박창근	SK	6.29	14	0	1	0	0	0.000	24 1/3	31	4	4	1	12	18	17	1.44
16	정우람	SK	6.75	2	0	0	0	0	-	2 2/3	3	0	2	0	0	2	2	1.88
17	윤길현	SK	7.01	14	0	1	0	1	0.000	25 2/3	31	2	16	1	24	21	20	1.83
18	김영수	SK	7.07	37	1	3	0	4	0.250	28	31	1	31	3	27	25	22	2.21
19	윤희상	SK	9.45	11	0	1	0	0	0.000	13 1/3	21	2	7	1	9	15	14	2.10
20	김종민	SK	18.00	1	0	0	0	0	-	1	3	0	1	0	0	3	2	4.00
